users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
300638,Denver B-cycle,710670,50010.0,24-hour Kiosk Only (Denver B-cycle),63,4/4/15,4:17:00 PM,19th & Market,4/4/15,4:38:00 PM,Union Station Light Rail at 17th,21
301090,Denver B-cycle,709535,78757.0,24-hour Kiosk Only (Denver B-cycle),291,4/4/15,1:43:00 PM,11th & Emerson,4/4/15,2:15:00 PM,19th & Market,32
301180,Denver B-cycle,710769,84050.0,24-hour Kiosk Only (Denver B-cycle),37,4/4/15,1:13:00 PM,Denver Zoo,4/4/15,2:03:00 PM,Denver Zoo,50
301533,Denver B-cycle,253347,80218.0,Annual (Denver B-cycle),546,4/4/15,7:03:00 AM,14th & Ogden,4/4/15,7:29:00 AM,DU Driscoll Center,26
301674,Denver B-cycle,592083,80202.0,Annual (Denver B-cycle),520,4/3/15,6:37:00 PM,16th & Broadway,4/3/15,6:43:00 PM,15th & Delgany,6
301753,Denver B-cycle,538257,80203.0,Annual (Denver B-cycle),855,4/3/15,5:33:00 PM,25th & Lawrence,4/3/15,5:45:00 PM,17th & Franklin,12
301789,Denver B-cycle,64717,80123.0,Annual (Denver B-cycle),524,4/3/15,5:09:00 PM,10th & Osage,4/3/15,5:13:00 PM,9th & Santa Fe,4
302481,Denver B-cycle,707257,81211.0,24-hour Kiosk Only (Denver B-cycle),772,4/2/15,12:04:00 PM,1550 Glenarm,4/2/15,12:10:00 PM,15th & Curtis,6
303435,Denver B-cycle,707043,70115.0,24-hour Kiosk Only (Denver B-cycle),234,4/1/15,11:05:00 AM,14th & Welton,4/1/15,11:37:00 AM,Denver Health,32
303494,Denver B-cycle,706835,30318.0,24-hour Kiosk Only (Denver B-cycle),324,4/1/15,9:32:00 AM,1350 Larimer,4/1/15,10:11:00 AM,REI,39
304001,Denver B-cycle,110164,80206.0,Annual (Denver B-cycle),163,3/31/15,5:53:00 PM,Ellsworth & Madison,3/31/15,6:09:00 PM,12th & Columbine,16
304258,Denver B-cycle,43230,80218.0,Annual (Denver B-cycle),449,3/31/15,3:43:00 PM,Denver Botanic Gardens,3/31/15,3:52:00 PM,13th & Marion,9
304324,Denver B-cycle,476008,80202.0,Annual (Denver B-cycle),647,3/31/15,2:53:00 PM,1350 Larimer,3/31/15,3:10:00 PM,REI,17
304619,Denver B-cycle,705323,33016.0,24-hour Kiosk Only (Denver B-cycle),898,3/31/15,11:15:00 AM,17th & Larimer,3/31/15,12:29:00 PM,19th & Market,74
305023,Denver B-cycle,621377,80111.0,Annual (Denver B-cycle),283,3/30/15,9:34:00 PM,Pepsi Center,3/30/15,9:38:00 PM,1450 Wazee,4
305053,Denver B-cycle,563603,80206.0,24-hour Kiosk Only (Denver B-cycle),35,3/30/15,8:41:00 PM,17th & Larimer,3/30/15,8:52:00 PM,Denver Public Library,11
305234,Denver B-cycle,704524,28715.0,24-hour Kiosk Only (Denver B-cycle),797,3/30/15,5:58:00 PM,15th & Delgany,3/30/15,6:40:00 PM,1st & Broadway,42
306198,Denver B-cycle,263574,80126.0,Annual (Denver B-cycle),749,3/30/15,6:56:00 AM,14th & Stout,3/30/15,6:59:00 AM,18th & Arapahoe,3
306487,Denver B-cycle,702808,80014.0,24-hour Kiosk Only (Denver B-cycle),766,3/29/15,5:03:00 PM,13th & Speer,3/29/15,5:30:00 PM,16th & Little Raven,27
306667,Denver B-cycle,679079,80401.0,24-hour Kiosk Only (Denver B-cycle),585,3/29/15,3:39:00 PM,13th & Marion,3/29/15,3:58:00 PM,Bayaud & Emerson,19
307156,Denver B-cycle,701917,78750.0,24-hour Kiosk Only (Denver B-cycle),618,3/29/15,12:25:00 PM,Bayaud & Pennsylvania,3/29/15,12:40:00 PM,Florida & S. Pearl,15
308414,Denver B-cycle,700378,10570.0,24-hour Kiosk Only (Denver B-cycle),930,3/28/15,2:38:00 PM,Union Station Light Rail at 17th,3/28/15,3:09:00 PM,33rd & Arapahoe,31
309090,Denver B-cycle,385139,80209.0,Annual (Denver B-cycle),60,3/28/15,10:09:00 AM,9th & Santa Fe,3/28/15,10:31:00 AM,Cherry Creek Mall,22
309481,Denver B-cycle,334795,80203.0,Annual (Denver B-cycle),261,3/27/15,6:04:00 PM,11th & Broadway,3/27/15,6:24:00 PM,12th & Sherman,20
309770,Denver B-cycle,414825,80206.0,24-hour Kiosk Only (Denver B-cycle),727,3/27/15,4:01:00 PM,Colfax & Garfield,3/27/15,4:17:00 PM,16th & Broadway,16
309817,Boulder B-cycle,613532,80304.0,Annual (Boulder B-cycle),38,3/27/15,3:33:00 PM,33rd & Arapahoe,3/27/15,3:37:00 PM,28th & Larimer,4
310623,Denver B-cycle,697875,80202.0,24-hour Kiosk Only (Denver B-cycle),303,3/26/15,7:47:00 PM,1550 Glenarm,3/26/15,8:05:00 PM,1350 Larimer,18
311354,Denver B-cycle,697235,,24-hour Kiosk Only (Denver B-cycle),250,3/26/15,11:40:00 AM,19th & Wynkoop,3/26/15,11:56:00 AM,17th & Blake,16
311591,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),133,3/26/15,7:04:00 AM,13th & Speer,3/26/15,7:09:00 AM,Market Street Station,5
312108,Boulder B-cycle,548999,80203.0,Annual (Boulder B-cycle),409,3/25/15,7:10:00 AM,19th & Pearl,3/25/15,7:15:00 AM,16th & Broadway,5
312451,Denver B-cycle,260154,80206.0,Annual (Denver B-cycle),762,3/24/15,5:23:00 PM,Colfax & Steele,3/24/15,5:31:00 PM,Denver Botanic Gardens,8
312463,Denver B-cycle,263800,80202.0,Annual (Denver B-cycle),428,3/24/15,5:20:00 PM,19th & Wynkoop,3/24/15,5:25:00 PM,16th & Little Raven,5
312501,Denver B-cycle,469223,80230.0,Annual (Denver B-cycle),28,3/24/15,5:03:00 PM,Union Station Light Rail at 17th,3/24/15,5:15:00 PM,23rd & Clay,12
312519,Denver B-cycle,399258,80203.0,Annual (Denver B-cycle),661,3/24/15,4:58:00 PM,20th & Chestnut,3/24/15,5:03:00 PM,19th & Wynkoop,5
314481,Denver B-cycle,674211,80218.0,30-day Renewing (Denver B-cycle),695,3/23/15,8:57:00 AM,17th & Franklin,3/23/15,9:13:00 AM,14th & Welton,16
314961,Denver B-cycle,690411,0.0,24-hour Kiosk Only (Denver B-cycle),374,3/22/15,4:39:00 PM,14th & Welton,3/22/15,5:02:00 PM,Cherry Creek Mall,23
314969,Denver B-cycle,688984,98119.0,24-hour Kiosk Only (Denver B-cycle),988,3/22/15,4:36:00 PM,14th & Welton,3/22/15,5:06:00 PM,Denver Public Library,30
315452,Denver B-cycle,650699,80211.0,Annual (Denver B-cycle),629,3/22/15,1:50:00 PM,17th & Tejon,3/22/15,1:54:00 PM,16th & Platte,4
315671,Denver B-cycle,218999,80206.0,Annual (Denver B-cycle),656,3/22/15,12:16:00 PM,Denver Botanic Gardens,3/22/15,12:25:00 PM,17th & Pearl,9
315691,Denver B-cycle,689622,76502.0,24-hour Kiosk Only (Denver B-cycle),295,3/22/15,12:00:00 PM,19th & Market,3/22/15,12:10:00 PM,14th & Stout,10
315991,Denver B-cycle,425709,80206.0,Annual (Denver B-cycle),389,3/21/15,9:01:00 PM,Colfax & Garfield,3/21/15,9:13:00 PM,17th & Race,12
316558,Denver B-cycle,658564,80202.0,Annual (Denver B-cycle),187,3/21/15,4:06:00 PM,9th & Curtis,3/21/15,4:07:00 PM,9th & Curtis,1
316769,Denver B-cycle,689476,60025.0,24-hour Kiosk Only (Denver B-cycle),191,3/21/15,3:09:00 PM,Cherry Creek Mall,3/21/15,3:35:00 PM,1350 Larimer,26
317376,Denver B-cycle,688757,80124.0,24-hour Kiosk Only (Denver B-cycle),261,3/21/15,12:03:00 PM,3rd & Milwaukee,3/21/15,12:33:00 PM,Louisiana & Franklin,30
319182,Denver B-cycle,631762,80206.0,Annual (Denver B-cycle),658,3/19/15,1:12:00 PM,16th & Sherman,3/19/15,1:21:00 PM,Colfax & Columbine,9
319634,Denver B-cycle,685548,59718.0,24-hour Kiosk Only (Denver B-cycle),914,3/18/15,4:38:00 PM,14th & Ogden,3/18/15,5:04:00 PM,1550 Glenarm,26
320051,Denver B-cycle,143883,80303.0,Annual (Denver B-cycle),614,3/18/15,8:41:00 AM,17th & Blake,3/18/15,8:47:00 AM,25th & Lawrence,6
320099,Denver B-cycle,247973,80211.0,Annual (Denver B-cycle),957,3/18/15,8:05:00 AM,17th & Tejon,3/18/15,8:08:00 AM,16th & Little Raven,3
320353,Denver B-cycle,308192,80218.0,Annual (Denver B-cycle),434,3/17/15,6:57:00 PM,17th & Blake,3/17/15,7:09:00 PM,17th & Downing,12
320428,Denver B-cycle,499733,60035.0,Annual (Denver B-cycle),617,3/17/15,5:57:00 PM,28th & Larimer,3/18/15,4:55:00 AM,17th & Larimer,658
320653,Denver B-cycle,212446,80211.0,Annual (Denver B-cycle),542,3/17/15,3:56:00 PM,18th & Arapahoe,3/17/15,4:01:00 PM,17th & Blake,5
320866,Denver B-cycle,683534,11568.0,24-hour Kiosk Only (Denver B-cycle),44,3/17/15,1:04:00 PM,16th & Broadway,3/17/15,1:12:00 PM,11th & Broadway,8
320876,Denver B-cycle,171669,80202.0,Annual (Denver B-cycle),339,3/17/15,12:57:00 PM,15th & Delgany,3/17/15,1:04:00 PM,14th & Welton,7
321499,Denver B-cycle,110164,80206.0,Annual (Denver B-cycle),252,3/16/15,5:42:00 PM,Ellsworth & Madison,3/16/15,5:57:00 PM,12th & Columbine,15
321647,Denver B-cycle,395208,80204.0,24-hour Kiosk Only (Denver B-cycle),134,3/16/15,4:43:00 PM,10th & Osage,3/16/15,4:56:00 PM,14th & Stout,13
321760,Denver B-cycle,682768,85255.0,24-hour Kiosk Only (Denver B-cycle),194,3/16/15,3:52:00 PM,16th & Platte,3/16/15,4:44:00 PM,REI,52
322209,Denver B-cycle,423712,80205.0,Annual (Denver B-cycle),902,3/16/15,9:07:00 AM,Buchtel and High,3/16/15,9:13:00 AM,DU Driscoll Center,6
322353,Denver B-cycle,417802,80203.0,24-hour (Denver B-cycle),239,3/16/15,7:29:00 AM,Buchtel and High,3/16/15,7:51:00 AM,13th & Pearl,22
322397,Denver B-cycle,49613,80203.0,Annual (Denver B-cycle),41,3/16/15,6:44:00 AM,9th & Logan,3/16/15,6:54:00 AM,1550 Glenarm,10
322450,Denver B-cycle,681326,46947.0,24-hour Kiosk Only (Denver B-cycle),450,3/15/15,9:04:00 PM,19th & Market,3/15/15,9:36:00 PM,14th & Stout,32
322776,Denver B-cycle,62617,80203.0,Annual (Denver B-cycle),656,3/15/15,4:59:00 PM,9th & Downing,3/15/15,5:10:00 PM,2045 Franklin,11
322878,Denver B-cycle,325355,80218.0,Annual Plus (Denver B-cycle),520,3/15/15,4:25:00 PM,9th & Downing,3/15/15,4:30:00 PM,13th & Marion,5
322884,Denver B-cycle,630263,80206.0,Annual (Denver B-cycle),658,3/15/15,4:24:00 PM,17th & Franklin,3/15/15,4:32:00 PM,16th & Broadway,8
322913,Denver B-cycle,679228,80211.0,24-hour Kiosk Only (Denver B-cycle),46,3/15/15,4:12:00 PM,15th & Delgany,3/15/15,4:25:00 PM,32nd & Julian,13
323311,Denver B-cycle,679888,77539.0,24-hour Kiosk Only (Denver B-cycle),185,3/15/15,1:47:00 PM,Louisiana & Franklin,3/15/15,2:29:00 PM,REI,42
324246,Denver B-cycle,677760,80203.0,24-hour Kiosk Only (Denver B-cycle),569,3/14/15,5:27:00 PM,17th & Larimer,3/14/15,6:24:00 PM,17th & Curtis,57
324372,Denver B-cycle,454437,80218.0,Annual (Denver B-cycle),22,3/14/15,4:46:00 PM,9th & Logan,3/14/15,4:58:00 PM,18th & Arapahoe,12
324528,Denver B-cycle,676814,11377.0,24-hour Kiosk Only (Denver B-cycle),671,3/14/15,3:52:00 PM,19th & Market,3/14/15,4:10:00 PM,13th & Pearl,18
324665,Denver B-cycle,677261,8618.0,24-hour Kiosk Only (Denver B-cycle),94,3/14/15,3:04:00 PM,Colfax & Garfield,3/14/15,3:18:00 PM,Denver Museum of Nature & Science,14
324790,Denver B-cycle,677076,,24-hour Kiosk Only (Denver B-cycle),967,3/14/15,2:23:00 PM,Five Points,3/14/15,2:38:00 PM,Broadway & Walnut,15
325349,Denver B-cycle,216587,80206.0,Annual (Denver B-cycle),93,3/14/15,9:26:00 AM,12th & Columbine,3/14/15,9:39:00 AM,14th & Elati,13
326107,Denver B-cycle,673580,33604.0,24-hour Kiosk Only (Denver B-cycle),586,3/13/15,11:27:00 AM,Florida & S. Pearl,3/13/15,12:00:00 PM,1st & Broadway,33
326503,Denver B-cycle,611492,80202.0,Annual (Denver B-cycle),128,3/12/15,6:12:00 PM,14th & Stout,3/12/15,6:18:00 PM,18th & Arapahoe,6
327146,Denver B-cycle,437679,80110.0,Annual (Denver B-cycle),536,3/12/15,8:57:00 AM,14th & Stout,3/12/15,9:06:00 AM,1551 Lafayette,9
327158,Denver B-cycle,545041,80204.0,Annual (Denver B-cycle),84,3/12/15,8:49:00 AM,13th & Speer,3/12/15,8:56:00 AM,15th & Delgany,7
328404,Denver B-cycle,575831,80202.0,Annual (Denver B-cycle),556,3/10/15,8:54:00 PM,19th & Market,3/10/15,8:58:00 PM,20th & Chestnut,4
328727,Denver B-cycle,23693,80218.0,Annual (Denver B-cycle),820,3/10/15,4:25:00 PM,18th & California,3/10/15,4:31:00 PM,17th & Pearl,6
328773,Denver B-cycle,672002,28027.0,24-hour Kiosk Only (Denver B-cycle),443,3/10/15,3:50:00 PM,14th & Welton,3/10/15,5:20:00 PM,14th & Welton,90
328832,Denver B-cycle,671671,2120.0,24-hour Kiosk Only (Denver B-cycle),620,3/10/15,3:11:00 PM,18th & Arapahoe,3/10/15,3:21:00 PM,REI,10
328856,Denver B-cycle,646579,81632.0,24-hour Kiosk Only (Denver B-cycle),222,3/10/15,3:00:00 PM,REI,3/10/15,3:24:00 PM,Denver Health,24
328951,Denver B-cycle,296496,80206.0,Annual (Denver B-cycle),100,3/10/15,1:28:00 PM,17th & Pearl,3/10/15,1:30:00 PM,19th & Pearl,2
329251,Denver B-cycle,501017,80204.0,Annual (Denver B-cycle),333,3/10/15,8:22:00 AM,13th & Speer,3/10/15,8:25:00 AM,14th & Welton,3
329375,Denver B-cycle,418390,80228.0,Annual (Denver B-cycle),520,3/10/15,6:37:00 AM,Union Station Light Rail at 17th,3/10/15,6:41:00 AM,17th & Blake,4
329752,Denver B-cycle,546484,80204.0,Annual (Denver B-cycle),570,3/9/15,4:19:00 PM,14th & Welton,3/9/15,4:26:00 PM,11th & Delaware,7
329865,Denver B-cycle,671022,0.0,24-hour Kiosk Only (Denver B-cycle),459,3/9/15,2:42:00 PM,3rd & Milwaukee,3/9/15,2:58:00 PM,Denver Botanic Gardens,16
330949,Denver B-cycle,668953,80113.0,24-hour Kiosk Only (Denver B-cycle),543,3/7/15,6:55:00 PM,19th & Market,3/7/15,8:52:00 PM,Pepsi Center,117
331324,Boulder B-cycle,281599,80205.0,Annual (Boulder B-cycle),187,3/7/15,1:26:00 PM,23rd & Clay,3/7/15,1:31:00 PM,REI,5
331550,Denver B-cycle,355646,80203.0,Annual (Denver B-cycle),87,3/7/15,9:35:00 AM,16th & Broadway,3/7/15,9:40:00 AM,14th & Stout,5
331999,Denver B-cycle,667662,80224.0,24-hour Kiosk Only (Denver B-cycle),377,3/6/15,11:53:00 AM,2045 Franklin,3/6/15,12:01:00 PM,13th & Pearl,8
332258,Denver B-cycle,167588,80205.0,Annual (Denver B-cycle),255,3/5/15,5:50:00 PM,17th & Larimer,3/5/15,5:56:00 PM,25th & Lawrence,6
333104,Denver B-cycle,109692,80228.0,Annual Plus (Denver B-cycle),145,3/2/15,4:41:00 PM,Webb Building,3/2/15,4:48:00 PM,9th & Santa Fe,7
333187,Denver B-cycle,665693,36117.0,24-hour Kiosk Only (Denver B-cycle),106,3/2/15,1:46:00 PM,Broadway & Walnut,3/2/15,2:07:00 PM,16th & Platte,21
333223,Denver B-cycle,11328,80211.0,Annual Plus (Denver B-cycle),978,3/2/15,12:27:00 PM,17th & Tejon,3/2/15,1:22:00 PM,17th & Tejon,55
333389,Denver B-cycle,660982,11214.0,30-day Renewing (Denver B-cycle),708,3/1/15,7:08:00 AM,Denver Health,3/1/15,7:17:00 AM,Webb Building,9
334443,Denver B-cycle,400486,80203.0,Annual (Denver B-cycle),369,2/20/15,11:14:00 PM,17th & Larimer,2/20/15,11:24:00 PM,19th & Pearl,10
334593,Denver B-cycle,649704,80305.0,Annual (Denver B-cycle),354,2/20/15,4:14:00 PM,DU Driscoll Center,2/20/15,4:16:00 PM,Buchtel and High,2
335398,Denver B-cycle,356159,80526.0,Annual Plus (Denver B-cycle),614,2/19/15,3:53:00 PM,DU Driscoll Center,2/19/15,4:22:00 PM,19th & Market,29
336186,Denver B-cycle,658337,37179.0,24-hour Kiosk Only (Denver B-cycle),396,2/18/15,3:05:00 PM,Denver Health,2/18/15,3:39:00 PM,Cherry Creek Mall,34
336686,Denver B-cycle,233326,80122.0,Annual (Denver B-cycle),353,2/17/15,12:29:00 PM,17th & Blake,2/17/15,12:35:00 PM,18th & California,6
337387,Denver B-cycle,542630,80209.0,Annual (Denver B-cycle),245,2/14/15,5:21:00 PM,Bayaud & Pennsylvania,2/14/15,5:59:00 PM,Bayaud & Pennsylvania,38
339542,Denver B-cycle,11898,80203.0,Annual (Denver B-cycle),961,2/12/15,5:44:00 PM,15th & Cleveland,2/12/15,5:50:00 PM,11th & Delaware,6
339554,Denver B-cycle,340476,80218.0,Annual Plus (Denver B-cycle),540,2/12/15,5:38:00 PM,13th & Marion,2/12/15,5:47:00 PM,9th & Logan,9
339765,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),80,2/12/15,3:45:00 PM,17th & Larimer,2/12/15,3:52:00 PM,13th & Speer,7
339910,Denver B-cycle,336993,80023.0,Annual (Denver B-cycle),676,2/12/15,1:14:00 PM,15th & Curtis,2/12/15,1:30:00 PM,17th & Blake,16
340133,Denver B-cycle,231626,80218.0,Annual (Denver B-cycle),762,2/12/15,8:38:00 AM,9th & Downing,2/12/15,8:47:00 AM,16th & Sherman,9
340387,Denver B-cycle,529861,80205.0,Annual (Denver B-cycle),785,2/11/15,6:26:00 PM,16th & Broadway,2/11/15,6:32:00 PM,Broadway & Walnut,6
340602,Denver B-cycle,268495,80203.0,Annual (Denver B-cycle),337,2/11/15,3:47:00 PM,18th & Arapahoe,2/11/15,4:12:00 PM,19th & Pearl,25
340605,Denver B-cycle,45552,80205.0,Annual (Denver B-cycle),292,2/11/15,3:46:00 PM,19th & Market,2/11/15,3:48:00 PM,22nd & Market,2
340888,Denver B-cycle,231626,80218.0,Annual (Denver B-cycle),37,2/11/15,8:35:00 AM,9th & Downing,2/11/15,8:43:00 AM,16th & Sherman,8
341555,Denver B-cycle,394635,80203.0,Annual (Denver B-cycle),90,2/10/15,12:17:00 PM,17th & Pearl,2/10/15,12:27:00 PM,1350 Larimer,10
341844,Denver B-cycle,511551,80202.0,Annual (Denver B-cycle),711,2/10/15,7:44:00 AM,2045 Franklin,2/10/15,7:55:00 AM,17th & Blake,11
341910,Denver B-cycle,430532,80112.0,Annual (Denver B-cycle),46,2/10/15,6:17:00 AM,20th & Chestnut,2/10/15,6:20:00 AM,19th & Wynkoop,3
341980,Denver B-cycle,511551,80202.0,Annual (Denver B-cycle),36,2/9/15,7:47:00 PM,17th & Blake,2/9/15,7:59:00 PM,2045 Franklin,12
342477,Denver B-cycle,20584,80220.0,Annual (Denver B-cycle),418,2/9/15,1:21:00 PM,16th & Broadway,2/9/15,1:27:00 PM,14th & Elati,6
342591,Denver B-cycle,45393,80202.0,Annual (Denver B-cycle),88,2/9/15,11:29:00 AM,14th & Welton,2/9/15,11:31:00 AM,14th & Stout,2
342906,Denver B-cycle,389182,80203.0,Annual (Denver B-cycle),38,2/8/15,9:08:00 PM,9th & Logan,2/8/15,9:22:00 PM,1450 Wazee,14
343299,Denver B-cycle,652024,33020.0,24-hour Kiosk Only (Denver B-cycle),672,2/8/15,2:54:00 PM,1st & Broadway,2/8/15,3:18:00 PM,19th & Market,24
343790,Denver B-cycle,420297,80003.0,Annual (Denver B-cycle),197,2/7/15,11:46:00 PM,1550 Glenarm,2/7/15,11:57:00 PM,Union Station Light Rail at 17th,11
344735,Denver B-cycle,650421,80205.0,24-hour Kiosk Only (Denver B-cycle),306,2/7/15,11:36:00 AM,Bayaud & Pennsylvania,2/7/15,11:55:00 AM,14th & Welton,19
344755,Denver B-cycle,650363,81620.0,24-hour (Denver B-cycle),39,2/7/15,11:23:00 AM,16th & Little Raven,2/7/15,12:39:00 PM,11th & Broadway,76
345680,Denver B-cycle,572769,80215.0,24-hour Kiosk Only (Denver B-cycle),499,2/6/15,11:00:00 AM,1550 Glenarm,2/6/15,11:06:00 AM,14th & Welton,6
346001,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),403,2/6/15,6:31:00 AM,13th & Speer,2/6/15,6:36:00 AM,Market Street Station,5
346002,Denver B-cycle,120935,80003.0,Annual (Denver B-cycle),350,2/6/15,6:31:00 AM,17th & Blake,2/6/15,6:47:00 AM,2045 Franklin,16
347849,Denver B-cycle,618778,80203.0,24-hour Kiosk Only (Denver B-cycle),176,2/3/15,7:36:00 AM,13th & Pearl,2/3/15,7:41:00 AM,16th & Broadway,5
348215,Denver B-cycle,44199,80218.0,Annual (Denver B-cycle),402,2/2/15,12:45:00 PM,11th & Emerson,2/2/15,12:50:00 PM,12th & Sherman,5
349998,Denver B-cycle,109265,80226.0,Annual (Denver B-cycle),545,1/29/15,8:32:00 AM,Denver Public Library,1/29/15,8:34:00 AM,Webb Building,2
350173,Denver B-cycle,33470,80203.0,Annual (Denver B-cycle),709,1/28/15,8:57:00 PM,10th & Osage,1/28/15,9:06:00 PM,13th & Pearl,9
350511,Denver B-cycle,18938,80211.0,Annual (Denver B-cycle),405,1/28/15,3:47:00 PM,17th & Larimer,1/28/15,4:00:00 PM,23rd & Clay,13
350792,Denver B-cycle,646242,80204.0,24-hour Kiosk Only (Denver B-cycle),106,1/28/15,9:41:00 AM,16th & Little Raven,1/28/15,10:47:00 AM,9th & Santa Fe,66
350974,Denver B-cycle,33470,80203.0,Annual (Denver B-cycle),350,1/28/15,7:30:00 AM,13th & Pearl,1/28/15,7:39:00 AM,10th & Osage,9
351304,Denver B-cycle,237745,80206.0,Annual (Denver B-cycle),628,1/27/15,5:15:00 PM,12th & Sherman,1/27/15,5:26:00 PM,Denver Botanic Gardens,11
352248,Denver B-cycle,11592,80205.0,Annual (Denver B-cycle),606,1/26/15,5:36:00 PM,Market Street Station,1/26/15,5:47:00 PM,Park Ave West & Tremont,11
353079,Denver B-cycle,36474,80201.0,Annual (Denver B-cycle),977,1/26/15,6:34:00 AM,25th & Lawrence,1/26/15,6:42:00 AM,15th & Curtis,8
353433,Denver B-cycle,49922,80218.0,Annual (Denver B-cycle),426,1/25/15,1:45:00 PM,9th & Downing,1/25/15,2:06:00 PM,Denver Museum of Nature & Science,21
353532,Denver B-cycle,645175,80211.0,24-hour Kiosk Only (Denver B-cycle),95,1/25/15,12:42:00 PM,17th & Tejon,1/25/15,1:13:00 PM,33rd & Arapahoe,31
353534,Denver B-cycle,15571,80202.0,Annual (Denver B-cycle),614,1/25/15,12:39:00 PM,Market Street Station,1/25/15,12:51:00 PM,REI,12
353850,Denver B-cycle,562459,80203.0,Annual (Denver B-cycle),313,1/24/15,3:19:00 PM,19th & Pearl,1/24/15,3:52:00 PM,19th & Pearl,33
354361,Denver B-cycle,237745,80206.0,Annual (Denver B-cycle),598,1/23/15,1:08:00 PM,Denver Botanic Gardens,1/23/15,1:15:00 PM,12th & Sherman,7
354401,Denver B-cycle,395197,80229.0,Annual (Denver B-cycle),289,1/23/15,11:46:00 AM,20th & Chestnut,1/23/15,11:50:00 AM,19th & Wynkoop,4
354664,Denver B-cycle,254379,80204.0,Annual (Denver B-cycle),76,1/22/15,5:30:00 PM,14th & Welton,1/22/15,5:36:00 PM,13th & Speer,6
355410,Denver B-cycle,643035,33141.0,24-hour Kiosk Only (Denver B-cycle),745,1/20/15,3:41:00 PM,Denver Public Library,1/20/15,4:13:00 PM,3rd & Milwaukee,32
356055,Denver B-cycle,48911,80203.0,Annual (Denver B-cycle),751,1/19/15,3:31:00 PM,Broadway & Walnut,1/19/15,3:47:00 PM,6th & Clarkson,16
356265,Denver B-cycle,637327,80231.0,24-hour Kiosk Only (Denver B-cycle),25,1/19/15,12:25:00 PM,1350 Larimer,1/19/15,1:57:00 PM,1350 Larimer,92
356711,Denver B-cycle,67621,80218.0,Annual (Denver B-cycle),560,1/18/15,3:45:00 PM,Denver Botanic Gardens,1/18/15,4:07:00 PM,9th & Downing,22
357311,Denver B-cycle,113645,80202.0,Annual (Denver B-cycle),398,1/17/15,2:21:00 PM,1550 Glenarm,1/17/15,2:26:00 PM,Denver Public Library,5
357369,Denver B-cycle,639762,68502.0,24-hour Kiosk Only (Denver B-cycle),318,1/17/15,1:21:00 PM,16th & Platte,1/17/15,1:42:00 PM,REI,21
357592,Denver B-cycle,639448,80015.0,24-hour Kiosk Only (Denver B-cycle),418,1/16/15,9:00:00 PM,22nd & Market,1/16/15,9:17:00 PM,14th & Stout,17
357617,Denver B-cycle,404090,80205.0,Annual (Denver B-cycle),698,1/16/15,7:24:00 PM,19th & Market,1/16/15,7:34:00 PM,Park Ave West & Tremont,10
358221,Denver B-cycle,393473,80203.0,Annual (Denver B-cycle),92,1/16/15,6:51:00 AM,9th & Downing,1/16/15,6:58:00 AM,Denver Health,7
358232,Denver B-cycle,637518,33196.0,30-day Renewing (Denver B-cycle),771,1/15/15,11:35:00 PM,14th & Stout,1/15/15,11:43:00 PM,11th & Broadway,8
358592,Denver B-cycle,638908,48066.0,24-hour Kiosk Only (Denver B-cycle),327,1/15/15,1:42:00 PM,1551 Lafayette,1/15/15,1:56:00 PM,Denver Public Library,14
358743,Denver B-cycle,637272,80206.0,Annual Plus (Denver B-cycle),339,1/15/15,9:41:00 AM,17th & Race,1/15/15,9:55:00 AM,14th & Welton,14
359036,Denver B-cycle,49649,80134.0,Annual (Denver B-cycle),820,1/14/15,4:48:00 PM,15th & Delgany,1/14/15,4:55:00 PM,14th & Stout,7
359108,Denver B-cycle,638724,78221.0,24-hour Kiosk Only (Denver B-cycle),713,1/14/15,3:21:00 PM,9th & Logan,1/14/15,5:01:00 PM,13th & Pearl,100
359210,Denver B-cycle,384284,80203.0,Annual (Denver B-cycle),326,1/14/15,11:52:00 AM,15th & Curtis,1/14/15,11:54:00 AM,14th & Welton,2
359402,Denver B-cycle,410140,80228.0,Annual (Denver B-cycle),153,1/13/15,8:26:00 PM,Market Street Station,1/13/15,8:29:00 PM,Union Station Light Rail at 17th,3
359535,Denver B-cycle,336592,80218.0,Annual (Denver B-cycle),371,1/13/15,3:30:00 PM,Bayaud & Emerson,1/13/15,3:31:00 PM,Bayaud & Emerson,1
359838,Denver B-cycle,638206,80010.0,24-hour Kiosk Only (Denver B-cycle),464,1/12/15,7:20:00 PM,11th & Broadway,1/12/15,7:56:00 PM,Union Station Light Rail at 17th,36
359874,Denver B-cycle,368451,80206.0,Annual (Denver B-cycle),766,1/12/15,5:52:00 PM,20th & Chestnut,1/12/15,5:56:00 PM,19th & Wynkoop,4
360224,Denver B-cycle,120514,80203.0,Annual (Denver B-cycle),274,1/12/15,7:41:00 AM,19th & Pearl,1/12/15,7:48:00 AM,15th & Curtis,7
360347,Denver B-cycle,233037,80210.0,Annual (Denver B-cycle),556,1/11/15,4:05:00 PM,11th & Emerson,1/11/15,4:10:00 PM,9th & Downing,5
