users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
119425,Denver B-cycle,263574,80126,Annual (Denver B-cycle),779,8/25/15,4:34:00 PM,18th & Arapahoe,8/25/15,4:38:00 PM,14th & Stout,4
119532,Denver B-cycle,22566,80202,Annual Plus (Denver B-cycle),39,8/25/15,3:18:00 PM,Buchtel and High,8/25/15,3:34:00 PM,DU Driscoll Center,16
119686,Denver B-cycle,907707,2114,24-hour Kiosk Only (Denver B-cycle),178,8/25/15,1:02:00 PM,Decatur Federal Light Rail,8/25/15,2:03:00 PM,1350 Larimer,61
120006,Denver B-cycle,34772,80202,Annual (Denver B-cycle),562,8/25/15,8:36:00 AM,17th & Larimer,8/25/15,8:45:00 AM,33rd & Arapahoe,9
120108,Denver B-cycle,340476,80218,Annual Plus (Denver B-cycle),339,8/25/15,7:56:00 AM,13th & Marion,8/25/15,8:04:00 AM,Denver Public Library,8
120563,Denver B-cycle,521574,80206,Annual (Denver B-cycle),621,8/24/15,6:15:00 PM,18th & California,8/24/15,6:34:00 PM,11th & Emerson,19
120663,Denver B-cycle,837759,90046,24-hour Kiosk Only (Denver B-cycle),161,8/24/15,5:34:00 PM,17th & Blake,8/24/15,6:06:00 PM,17th & Larimer,32
120666,Denver B-cycle,612531,80204,Annual (Denver B-cycle),327,8/24/15,5:33:00 PM,1350 Larimer,8/24/15,5:42:00 PM,Denver Health,9
121307,Denver B-cycle,296564,80210,Annual (Denver B-cycle),493,8/24/15,11:38:00 AM,12th & Sherman,8/24/15,11:42:00 AM,9th & Logan,4
122160,Denver B-cycle,932870,83025,24-hour Kiosk Only (Denver B-cycle),134,8/23/15,5:16:00 PM,16th & Boulder,8/23/15,6:04:00 PM,REI,48
122412,Denver B-cycle,751060,80202,24-hour Kiosk Only (Denver B-cycle),507,8/23/15,3:49:00 PM,15th & Curtis,8/24/15,4:55:00 AM,19th & Market,786
123346,Denver B-cycle,472340,80203,Annual (Denver B-cycle),220,8/23/15,7:24:00 AM,17th & Pearl,8/23/15,7:32:00 AM,18th & Arapahoe,8
123371,Denver B-cycle,929858,90292,24-hour Kiosk Only (Denver B-cycle),164,8/22/15,11:19:00 PM,15th & Delgany,8/23/15,1:24:00 AM,Market Street Station,125
123777,Denver B-cycle,619406,31401,24-hour Kiosk Only (Denver B-cycle),738,8/22/15,5:51:00 PM,3rd & Milwaukee,8/22/15,6:18:00 PM,12th & Sherman,27
124699,Denver B-cycle,929399,11545,24-hour Kiosk Only (Denver B-cycle),787,8/22/15,10:56:00 AM,Market Street Station,8/22/15,11:02:00 AM,15th & Delgany,6
124834,Denver B-cycle,929115,,24-hour Kiosk Only (Denver B-cycle),273,8/22/15,9:23:00 AM,1350 Larimer,8/22/15,10:25:00 AM,Denver Zoo,62
124907,Denver B-cycle,928290,63125,24-hour Kiosk Only (Denver B-cycle),184,8/22/15,7:33:00 AM,18th & Arapahoe,8/22/15,7:45:00 AM,14th & Welton,12
126820,Denver B-cycle,922740,27803,24-hour Kiosk Only (Denver B-cycle),117,8/20/15,6:40:00 PM,16th & Platte,8/20/15,6:47:00 PM,16th & Boulder,7
126902,Denver B-cycle,927092,80223,24-hour Kiosk Only (Denver B-cycle),260,8/20/15,6:12:00 PM,Louisiana & Franklin,8/20/15,6:56:00 PM,Louisiana & Franklin,44
127002,Denver B-cycle,865657,80202,Annual (Denver B-cycle),766,8/20/15,5:29:00 PM,19th & Market,8/20/15,5:35:00 PM,20th & Chestnut,6
127492,Denver B-cycle,326585,80220,Annual (Denver B-cycle),607,8/20/15,1:30:00 PM,Denver Public Library,8/20/15,1:44:00 PM,REI,14
128719,Denver B-cycle,393721,80205,Annual (Denver B-cycle),311,8/19/15,5:12:00 PM,16th & Broadway,8/19/15,5:22:00 PM,22nd & Market,10
128850,Denver B-cycle,356725,80209,Annual (Denver B-cycle),809,8/19/15,4:33:00 PM,18th & Arapahoe,8/19/15,4:39:00 PM,14th & Welton,6
128891,Denver B-cycle,11560,80202,Annual (Denver B-cycle),784,8/19/15,4:14:00 PM,Webb Building,8/19/15,4:17:00 PM,Denver Public Library,3
128932,Denver B-cycle,925697,60613,24-hour Kiosk Only (Denver B-cycle),520,8/19/15,3:53:00 PM,Market Street Station,8/19/15,4:07:00 PM,1550 Glenarm,14
128999,Denver B-cycle,228631,80218,Annual (Denver B-cycle),926,8/19/15,2:53:00 PM,9th & Logan,8/19/15,3:01:00 PM,14th & Ogden,8
129212,Denver B-cycle,483425,80136,Annual (Denver B-cycle),29,8/19/15,11:56:00 AM,Webb Building,8/19/15,11:58:00 AM,1550 Glenarm,2
129508,Denver B-cycle,792944,80218,Annual (Denver B-cycle),529,8/19/15,8:06:00 AM,11th & Emerson,8/19/15,8:14:00 AM,16th & Sherman,8
129628,Denver B-cycle,771506,80113,Annual (Denver B-cycle),644,8/19/15,7:16:00 AM,14th & Stout,8/19/15,7:20:00 AM,Webb Building,4
130176,Denver B-cycle,252752,80203,Annual (Denver B-cycle),40,8/18/15,4:40:00 PM,1550 Glenarm,8/18/15,4:45:00 PM,11th & Broadway,5
130291,Denver B-cycle,628272,80211,Annual (Denver B-cycle),267,8/18/15,3:47:00 PM,16th & Boulder,8/18/15,3:56:00 PM,Market Street Station,9
130861,Denver B-cycle,15251,80214,Annual (Denver B-cycle),595,8/18/15,9:53:00 AM,18th & California,8/18/15,9:56:00 AM,19th & Market,3
131435,Denver B-cycle,50259,80206.0,Annual (Denver B-cycle),254,8/17/15,6:42:00 PM,2045 Franklin,8/17/15,6:53:00 PM,Colfax & Columbine,11
131515,Denver B-cycle,400486,80203.0,Annual (Denver B-cycle),815,8/17/15,6:08:00 PM,16th & Sherman,8/17/15,6:12:00 PM,19th & Pearl,4
131960,Denver B-cycle,923273,77064.0,24-hour Kiosk Only (Denver B-cycle),4,8/17/15,1:45:00 PM,14th & Stout,8/17/15,2:57:00 PM,Denver Zoo,72
131964,Denver B-cycle,120285,80249.0,Annual (Denver B-cycle),768,8/17/15,1:45:00 PM,14th & Elati,8/17/15,1:49:00 PM,16th & Broadway,4
132095,Denver B-cycle,923088,11733.0,24-hour Kiosk Only (Denver B-cycle),344,8/17/15,12:19:00 PM,REI,8/17/15,12:37:00 PM,9th & Curtis,18
132913,Denver B-cycle,919563,92101.0,24-hour Kiosk Only (Denver B-cycle),630,8/16/15,5:42:00 PM,15th & Curtis,8/16/15,5:48:00 PM,17th & Larimer,6
133033,Denver B-cycle,922189,80204.0,24-hour Kiosk Only (Denver B-cycle),957,8/16/15,4:34:00 PM,Union Station Light Rail at 17th,8/16/15,5:21:00 PM,11th & Broadway,47
133554,Denver B-cycle,921669,85716.0,24-hour Kiosk Only (Denver B-cycle),696,8/16/15,12:43:00 PM,Colfax & Steele,8/16/15,12:50:00 PM,Denver Museum of Nature & Science,7
133596,Denver B-cycle,921639,7852.0,24-hour Kiosk Only (Denver B-cycle),391,8/16/15,12:30:00 PM,15th & Delgany,8/16/15,12:54:00 PM,16th & Platte,24
134443,Denver B-cycle,121096,80232.0,Annual (Denver B-cycle),762,8/15/15,5:56:00 PM,Union Station Light Rail at 17th,8/15/15,6:07:00 PM,28th & Larimer,11
134557,Denver B-cycle,574281,80202.0,Annual (Denver B-cycle),235,8/15/15,5:00:00 PM,Union Station Light Rail at 17th,8/15/15,5:04:00 PM,20th & Chestnut,4
134559,Denver B-cycle,919895,45202.0,24-hour Kiosk Only (Denver B-cycle),679,8/15/15,4:59:00 PM,17th & Blake,8/15/15,5:40:00 PM,Denver Botanic Gardens,41
135100,Denver B-cycle,919826,75238.0,24-hour Kiosk Only (Denver B-cycle),836,8/15/15,1:26:00 PM,17th & Blake,8/15/15,1:36:00 PM,28th & Larimer,10
135131,Denver B-cycle,919775,80239.0,24-hour Kiosk Only (Denver B-cycle),344,8/15/15,1:10:00 PM,1350 Larimer,8/15/15,1:23:00 PM,REI,13
135552,Denver B-cycle,893772,80205.0,24-hour Kiosk Only (Denver B-cycle),18,8/15/15,9:48:00 AM,2045 Franklin,8/15/15,10:13:00 AM,2045 Franklin,25
136451,Denver B-cycle,786673,80218.0,Annual (Denver B-cycle),587,8/14/15,3:26:00 PM,13th & Pearl,8/14/15,3:41:00 PM,1450 Wazee,15
136692,Denver B-cycle,918025,33928.0,24-hour Kiosk Only (Denver B-cycle),782,8/14/15,1:08:00 PM,22nd & Market,8/14/15,3:35:00 PM,22nd & Market,147
136780,Denver B-cycle,810424,80202.0,30-day Renewing (Denver B-cycle),818,8/14/15,12:19:00 PM,REI,8/14/15,6:52:00 PM,REI,393
137133,Denver B-cycle,820174,80211.0,Annual (Denver B-cycle),353,8/14/15,8:10:00 AM,29th & Zuni,8/14/15,8:16:00 AM,15th & Delgany,6
137708,Denver B-cycle,44711,80211.0,Annual (Denver B-cycle),864,8/13/15,5:20:00 PM,1450 Wazee,8/13/15,5:25:00 PM,20th & Chestnut,5
137780,Denver B-cycle,916624,89148.0,24-hour Kiosk Only (Denver B-cycle),6,8/13/15,4:46:00 PM,2045 Franklin,8/13/15,4:52:00 PM,19th & Pearl,6
138013,Denver B-cycle,764524,80214.0,30-day Renewing (Denver B-cycle),697,8/13/15,1:54:00 PM,Webb Building,8/13/15,2:27:00 PM,16th & Boulder,33
138877,Denver B-cycle,844879,80206.0,24-hour Kiosk Only (Denver B-cycle),681,8/12/15,8:26:00 PM,Colfax & Steele,8/12/15,9:08:00 PM,19th & Wynkoop,42
139179,Denver B-cycle,263874,80206.0,Annual (Denver B-cycle),257,8/12/15,5:35:00 PM,18th & Arapahoe,8/12/15,5:56:00 PM,Colfax & Steele,21
139596,Denver B-cycle,915221,23220.0,24-hour Kiosk Only (Denver B-cycle),354,8/12/15,2:01:00 PM,17th & Pearl,8/12/15,2:41:00 PM,Market Street Station,40
139852,Denver B-cycle,214573,80203.0,Annual Plus (Denver B-cycle),97,8/12/15,11:08:00 AM,20th & Chestnut,8/12/15,11:19:00 AM,14th & Stout,11
139979,Denver B-cycle,423075,80202.0,Annual (Denver B-cycle),344,8/12/15,9:05:00 AM,15th & Delgany,8/12/15,9:12:00 AM,18th & Arapahoe,7
140244,Denver B-cycle,827972,80202.0,30-day Renewing (Denver B-cycle),196,8/12/15,6:35:00 AM,20th & Chestnut,8/12/15,6:45:00 AM,16th & Broadway,10
140262,Denver B-cycle,263574,80126.0,Annual (Denver B-cycle),238,8/12/15,6:17:00 AM,14th & Stout,8/12/15,6:22:00 AM,18th & Arapahoe,5
140930,Denver B-cycle,913919,46528.0,24-hour Kiosk Only (Denver B-cycle),695,8/11/15,2:10:00 PM,14th & Stout,8/11/15,3:44:00 PM,19th & Wynkoop,94
140967,Denver B-cycle,577314,80203.0,Annual (Denver B-cycle),360,8/11/15,1:44:00 PM,Broadway & Walnut,8/11/15,1:55:00 PM,17th & Tejon,11
141285,Denver B-cycle,913448,75220.0,24-hour Kiosk Only (Denver B-cycle),708,8/11/15,9:57:00 AM,17th & Pearl,8/11/15,10:21:00 AM,22nd & Market,24
141365,Denver B-cycle,691222,80211.0,30-day Renewing (Denver B-cycle),736,8/11/15,8:48:00 AM,32nd & Clay,8/11/15,9:00:00 AM,17th & Blake,12
142697,Denver B-cycle,434068,80204.0,Annual (Denver B-cycle),333,8/10/15,8:21:00 AM,11th & Delaware,8/10/15,8:30:00 AM,Union Station Light Rail at 17th,9
143688,Denver B-cycle,908512,87505.0,24-hour Kiosk Only (Denver B-cycle),331,8/9/15,2:04:00 PM,15th & Cleveland,8/9/15,2:35:00 PM,14th & Stout,31
145020,Denver B-cycle,909088,94306.0,24-hour Kiosk Only (Denver B-cycle),56,8/8/15,3:05:00 PM,17th & Larimer,8/8/15,3:14:00 PM,22nd & Market,9
145076,Denver B-cycle,852483,80202.0,Annual Plus (Denver B-cycle),78,8/8/15,2:47:00 PM,Market Street Station,8/8/15,2:50:00 PM,19th & Market,3
146821,Denver B-cycle,906987,85286.0,24-hour Kiosk Only (Denver B-cycle),818,8/7/15,2:37:00 PM,15th & Delgany,8/7/15,3:00:00 PM,19th & Wynkoop,23
146948,Denver B-cycle,906614,21043.0,24-hour Kiosk Only (Denver B-cycle),722,8/7/15,1:38:00 PM,3rd & Milwaukee,8/7/15,1:55:00 PM,Denver Botanic Gardens,17
147279,Denver B-cycle,906486,67037.0,24-hour Kiosk Only (Denver B-cycle),511,8/7/15,10:48:00 AM,16th & Platte,8/7/15,11:08:00 AM,15th & Delgany,20
147940,Denver B-cycle,530986,80203.0,Annual (Denver B-cycle),8,8/6/15,6:37:00 PM,1551 Lafayette,8/6/15,6:42:00 PM,19th & Pearl,5
148356,Denver B-cycle,905284,27514.0,24-hour Kiosk Only (Denver B-cycle),977,8/6/15,3:31:00 PM,Broadway & Walnut,8/6/15,3:34:00 PM,22nd & Market,3
148659,Denver B-cycle,409656,80211.0,Annual Plus (Denver B-cycle),682,8/6/15,11:53:00 AM,Five Points,8/6/15,11:54:00 AM,Five Points,1
148664,Denver B-cycle,763525,80329.0,Annual (Denver B-cycle),222,8/6/15,11:51:00 AM,2045 Franklin,8/6/15,12:11:00 PM,2045 Franklin,20
148924,Denver B-cycle,649692,80205.0,Annual (Denver B-cycle),421,8/6/15,8:11:00 AM,33rd & Arapahoe,8/6/15,8:21:00 AM,17th & Blake,10
150394,Denver B-cycle,683488,80202.0,Annual (Denver B-cycle),10,8/5/15,8:22:00 AM,20th & Chestnut,8/5/15,8:27:00 AM,1450 Wazee,5
150740,Denver B-cycle,797797,80205.0,Annual (Denver B-cycle),9,8/4/15,8:49:00 PM,17th & Pearl,8/4/15,9:05:00 PM,33rd & Arapahoe,16
151408,Denver B-cycle,901998,,24-hour Kiosk Only (Denver B-cycle),432,8/4/15,3:09:00 PM,17th & Blake,8/4/15,3:16:00 PM,22nd & Market,7
151888,Denver B-cycle,795599,80247.0,Annual (Denver B-cycle),169,8/4/15,8:43:00 AM,13th & Speer,8/4/15,8:49:00 AM,15th & Cleveland,6
152160,Denver B-cycle,900704,80301.0,24-hour Kiosk Only (Denver B-cycle),120,8/3/15,11:53:00 PM,19th & Market,8/4/15,12:06:00 AM,23rd & Clay,13
152407,Denver B-cycle,585319,80218.0,Annual (Denver B-cycle),346,8/3/15,6:50:00 PM,17th & Larimer,8/3/15,7:06:00 PM,17th & Franklin,16
152423,Denver B-cycle,611425,27606.0,24-hour Kiosk Only (Denver B-cycle),561,8/3/15,6:39:00 PM,14th & Welton,8/3/15,6:58:00 PM,Cherry Creek Mall,19
152544,Denver B-cycle,735289,80208.0,Annual (Denver B-cycle),748,8/3/15,5:50:00 PM,17th & Pearl,8/3/15,6:07:00 PM,15th & Curtis,17
152771,Denver B-cycle,900407,92104.0,24-hour Kiosk Only (Denver B-cycle),202,8/3/15,4:24:00 PM,11th & Emerson,8/3/15,4:54:00 PM,17th & Blake,30
154045,Denver B-cycle,887684,80202.0,30-day Renewing (Denver B-cycle),873,8/2/15,5:32:00 PM,17th & Pearl,8/2/15,5:45:00 PM,14th & Stout,13
154161,Denver B-cycle,897553,,24-hour Kiosk Only (Denver B-cycle),435,8/2/15,4:26:00 PM,Denver Museum of Nature & Science,8/2/15,4:51:00 PM,17th & Race,25
154917,Denver B-cycle,542978,80021.0,Annual (Denver B-cycle),402,8/2/15,9:44:00 AM,11th & Emerson,8/2/15,9:52:00 AM,12th & Columbine,8
155444,Denver B-cycle,570083,80202.0,24-hour Kiosk Only (Denver B-cycle),583,8/1/15,5:34:00 PM,11th & Emerson,8/1/15,5:56:00 PM,14th & Welton,22
155486,Denver B-cycle,810424,80202.0,30-day Renewing (Denver B-cycle),593,8/1/15,5:14:00 PM,18th & California,8/1/15,5:31:00 PM,16th & Platte,17
155594,Denver B-cycle,895797,80918.0,24-hour Kiosk Only (Denver B-cycle),236,8/1/15,4:16:00 PM,19th & Market,8/1/15,4:45:00 PM,15th & Curtis,29
155675,Denver B-cycle,538257,80203.0,Annual (Denver B-cycle),245,8/1/15,3:36:00 PM,1350 Larimer,8/1/15,3:46:00 PM,12th & Sherman,10
156000,Denver B-cycle,885319,0.0,24-hour Kiosk Only (Denver B-cycle),247,8/1/15,1:08:00 PM,16th & Little Raven,8/1/15,1:50:00 PM,Ellsworth & Madison,42
156560,Denver B-cycle,894200,80503.0,24-hour Kiosk Only (Denver B-cycle),451,7/31/15,9:43:00 PM,18th & California,7/31/15,10:08:00 PM,16th & Boulder,25
156586,Denver B-cycle,325956,80218.0,Annual (Denver B-cycle),734,7/31/15,9:06:00 PM,11th & Emerson,7/31/15,9:07:00 PM,11th & Emerson,1
156644,Denver B-cycle,893039,48331.0,24-hour Kiosk Only (Denver B-cycle),28,7/31/15,8:14:00 PM,16th & Broadway,7/31/15,8:32:00 PM,9th & Logan,18
156712,Denver B-cycle,736523,80203.0,24-hour Kiosk Only (Denver B-cycle),437,7/31/15,7:25:00 PM,13th & Pearl,7/31/15,7:39:00 PM,15th & Curtis,14
156726,Denver B-cycle,893795,2343.0,24-hour Kiosk Only (Denver B-cycle),786,7/31/15,7:18:00 PM,14th & Welton,7/31/15,7:49:00 PM,16th & Boulder,31
157011,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),747,7/31/15,4:57:00 PM,15th & Curtis,7/31/15,5:04:00 PM,13th & Speer,7
157271,Denver B-cycle,892977,98107.0,24-hour Kiosk Only (Denver B-cycle),563,7/31/15,2:35:00 PM,12th & Sherman,7/31/15,2:52:00 PM,13th & Marion,17
158685,Denver B-cycle,891871,78704.0,24-hour Kiosk Only (Denver B-cycle),541,7/30/15,3:18:00 PM,Park Ave West & Tremont,7/30/15,3:41:00 PM,Market Street Station,23
158985,Denver B-cycle,127362,80202.0,Annual (Denver B-cycle),134,7/30/15,11:29:00 AM,14th & Stout,7/30/15,11:30:00 AM,14th & Stout,1
159262,Denver B-cycle,226370,80218.0,Annual (Denver B-cycle),30,7/30/15,8:02:00 AM,17th & Downing,7/30/15,8:08:00 AM,16th & Broadway,6
159474,Denver B-cycle,890897,55427.0,24-hour Kiosk Only (Denver B-cycle),289,7/29/15,11:18:00 PM,Webb Building,7/29/15,11:30:00 PM,Market Street Station,12
161049,Denver B-cycle,723870,80204.0,Annual Plus (Denver B-cycle),613,7/28/15,11:55:00 PM,10th & Osage,7/29/15,4:14:00 AM,10th & Osage,259
161422,Denver B-cycle,571901,80203.0,Annual (Denver B-cycle),930,7/28/15,6:05:00 PM,Market Street Station,7/28/15,6:32:00 PM,1st & Broadway,27
161461,Denver B-cycle,331537,80206.0,Annual (Denver B-cycle),793,7/28/15,5:48:00 PM,19th & Wynkoop,7/28/15,5:57:00 PM,16th & Boulder,9
161840,Denver B-cycle,888668,22989.0,24-hour Kiosk Only (Denver B-cycle),917,7/28/15,2:43:00 PM,17th & Pearl,7/28/15,4:50:00 PM,REI,127
162244,Denver B-cycle,248414,80204.0,Annual (Denver B-cycle),621,7/28/15,9:47:00 AM,13th & Speer,7/28/15,9:52:00 AM,1550 Glenarm,5
162618,Denver B-cycle,887434,80218.0,24-hour Kiosk Only (Denver B-cycle),460,7/27/15,11:11:00 PM,Broadway & Walnut,7/27/15,11:20:00 PM,17th & Pearl,9
162823,Denver B-cycle,11163,80202.0,Annual (Denver B-cycle),322,7/27/15,7:10:00 PM,16th & Little Raven,7/27/15,7:19:00 PM,Pepsi Center,9
163049,Denver B-cycle,772497,80203.0,Annual Plus (Denver B-cycle),778,7/27/15,5:17:00 PM,14th & Stout,7/27/15,5:24:00 PM,11th & Broadway,7
163721,Denver B-cycle,883114,55068.0,24-hour Kiosk Only (Denver B-cycle),917,7/27/15,10:38:00 AM,Market Street Station,7/27/15,10:46:00 AM,14th & Welton,8
164234,Denver B-cycle,253347,80218.0,Annual (Denver B-cycle),7,7/26/15,8:39:00 PM,Colfax & Steele,7/26/15,8:52:00 PM,14th & Ogden,13
164410,Denver B-cycle,488201,80218.0,Annual (Denver B-cycle),276,7/26/15,6:28:00 PM,Five Points,7/26/15,6:52:00 PM,Five Points,24
164757,Denver B-cycle,885581,80015.0,24-hour Kiosk Only (Denver B-cycle),187,7/26/15,3:07:00 PM,17th & Franklin,7/26/15,3:24:00 PM,Denver Museum of Nature & Science,17
165050,Denver B-cycle,840506,80205.0,Annual Plus (Denver B-cycle),254,7/26/15,12:49:00 PM,13th & Pearl,7/26/15,1:04:00 PM,28th & Larimer,15
165163,Denver B-cycle,261087,80205.0,Annual (Denver B-cycle),974,7/26/15,12:02:00 PM,Broadway & Walnut,7/26/15,12:08:00 PM,33rd & Arapahoe,6
165376,Denver B-cycle,885019,0.0,24-hour Kiosk Only (Denver B-cycle),793,7/26/15,10:17:00 AM,Webb Building,7/26/15,10:53:00 AM,Cherry Creek Mall,36
165518,Denver B-cycle,883914,90039.0,24-hour Kiosk Only (Denver B-cycle),360,7/26/15,7:00:00 AM,1550 Glenarm,7/26/15,7:16:00 AM,REI,16
166071,Denver B-cycle,883389,64124.0,24-hour Kiosk Only (Denver B-cycle),164,7/25/15,5:40:00 PM,28th & Larimer,7/25/15,6:02:00 PM,17th & Franklin,22
167308,Denver B-cycle,125640,80218.0,Annual (Denver B-cycle),617,7/24/15,11:40:00 PM,Denver Public Library,7/24/15,11:46:00 PM,14th & Stout,6
167773,Denver B-cycle,848462,80211.0,30-day Renewing (Denver B-cycle),26,7/24/15,5:17:00 PM,16th & Little Raven,7/24/15,5:27:00 PM,16th & Platte,10
168181,Denver B-cycle,112053,80236.0,Annual (Denver B-cycle),650,7/24/15,2:05:00 PM,15th & Cleveland,7/24/15,2:07:00 PM,Denver Public Library,2
168270,Denver B-cycle,649104,80130.0,30-day Renewing (Denver B-cycle),545,7/24/15,1:15:00 PM,22nd & Market,7/24/15,1:27:00 PM,22nd & Market,12
168369,Denver B-cycle,44566,80201.0,Annual (Denver B-cycle),558,7/24/15,12:40:00 PM,28th & Larimer,7/24/15,12:57:00 PM,11th & Delaware,17
168635,Denver B-cycle,878871,10033.0,24-hour Kiosk Only (Denver B-cycle),636,7/24/15,10:25:00 AM,Park Ave West & Tremont,7/24/15,10:45:00 AM,Colfax & Steele,20
168884,Denver B-cycle,553106,80017.0,Annual (Denver B-cycle),22,7/24/15,7:41:00 AM,6th & Clarkson,7/24/15,7:49:00 AM,17th & Downing,8
169158,Denver B-cycle,233517,80203.0,Annual (Denver B-cycle),805,7/23/15,8:24:00 PM,17th & Pearl,7/23/15,8:37:00 PM,Colfax & Steele,13
169272,Denver B-cycle,47791,80206.0,Annual (Denver B-cycle),373,7/23/15,7:10:00 PM,16th & Broadway,7/23/15,7:30:00 PM,Colfax & Garfield,20
169814,Denver B-cycle,878932,98122.0,24-hour Kiosk Only (Denver B-cycle),524,7/23/15,3:29:00 PM,33rd & Arapahoe,7/23/15,3:45:00 PM,19th & Pearl,16
169835,Denver B-cycle,204869,80127.0,Annual (Denver B-cycle),536,7/23/15,3:20:00 PM,18th & Arapahoe,7/23/15,3:23:00 PM,18th & California,3
170174,Denver B-cycle,13303,80202.0,Annual (Denver B-cycle),67,7/23/15,11:54:00 AM,Denver Public Library,7/23/15,12:05:00 PM,1450 Wazee,11
170332,Denver B-cycle,11266,80202.0,Annual (Denver B-cycle),319,7/23/15,9:47:00 AM,1550 Glenarm,7/23/15,9:58:00 AM,17th & Race,11
170626,Denver B-cycle,263574,80126.0,Annual (Denver B-cycle),608,7/23/15,6:25:00 AM,14th & Stout,7/23/15,6:29:00 AM,18th & Arapahoe,4
170736,Denver B-cycle,878101,95747.0,24-hour Kiosk Only (Denver B-cycle),637,7/22/15,9:25:00 PM,Market Street Station,7/22/15,9:46:00 PM,Market Street Station,21
170771,Denver B-cycle,798636,80218.0,Annual (Denver B-cycle),49,7/22/15,9:04:00 PM,11th & Emerson,7/22/15,9:12:00 PM,Denver Botanic Gardens,8
171191,Denver B-cycle,849051,80209.0,24-hour Kiosk Only (Denver B-cycle),285,7/22/15,5:33:00 PM,Union Station Light Rail at 17th,7/22/15,5:55:00 PM,Bayaud & Pennsylvania,22
171216,Denver B-cycle,454437,80218.0,Annual (Denver B-cycle),663,7/22/15,5:23:00 PM,16th & Broadway,7/22/15,5:32:00 PM,11th & Emerson,9
171256,Denver B-cycle,735407,80205.0,Annual (Denver B-cycle),716,7/22/15,5:08:00 PM,16th & Sherman,7/22/15,5:13:00 PM,22nd & Pennsylvania,5
171552,Denver B-cycle,877260,30350.0,24-hour Kiosk Only (Denver B-cycle),485,7/22/15,2:05:00 PM,Cherry Creek Mall,7/22/15,2:32:00 PM,REI,27
171838,Denver B-cycle,875946,97520.0,24-hour (Denver B-cycle),569,7/22/15,10:41:00 AM,17th & Blake,7/22/15,11:06:00 AM,REI,25
171975,Denver B-cycle,45552,80205.0,Annual (Denver B-cycle),591,7/22/15,8:31:00 AM,32nd & Clay,7/22/15,8:38:00 AM,15th & Delgany,7
172595,Denver B-cycle,749286,80209.0,Annual (Denver B-cycle),362,7/21/15,6:06:00 PM,16th & Sherman,7/21/15,6:23:00 PM,Bayaud & Pennsylvania,17
172702,Denver B-cycle,545573,80211.0,Annual (Denver B-cycle),621,7/21/15,5:25:00 PM,15th & Cleveland,7/21/15,5:46:00 PM,32nd & Julian,21
173629,Denver B-cycle,713104,80204.0,24-hour Kiosk Only (Denver B-cycle),135,7/21/15,6:56:00 AM,13th & Speer,7/21/15,7:00:00 AM,Denver Public Library,4
174077,Denver B-cycle,658732,80202.0,Annual (Denver B-cycle),252,7/20/15,4:54:00 PM,Pepsi Center,7/20/15,5:00:00 PM,20th & Chestnut,6
174141,Denver B-cycle,33990,80202.0,Annual (Denver B-cycle),101,7/20/15,4:26:00 PM,14th & Stout,7/20/15,4:31:00 PM,15th & Cleveland,5
174278,Denver B-cycle,874350,,24-hour Kiosk Only (Denver B-cycle),8,7/20/15,3:24:00 PM,1st & Broadway,7/20/15,3:38:00 PM,Louisiana / Pearl Light Rail,14
174595,Denver B-cycle,360177,80218.0,Annual Plus (Denver B-cycle),612,7/20/15,12:06:00 PM,12th & Sherman,7/20/15,12:10:00 PM,7th & Grant,4
174922,Denver B-cycle,296491,80237.0,Annual Plus (Denver B-cycle),176,7/20/15,7:50:00 AM,39th & Fox,7/20/15,8:03:00 AM,Union Station Light Rail at 17th,13
174935,Denver B-cycle,658732,80202.0,Annual (Denver B-cycle),340,7/20/15,7:44:00 AM,20th & Chestnut,7/20/15,7:51:00 AM,Pepsi Center,7
175054,Denver B-cycle,865723,80203.0,30-day Renewing (Denver B-cycle),734,7/20/15,6:13:00 AM,1st & Broadway,7/20/15,6:29:00 AM,15th & Delgany,16
175346,Denver B-cycle,749155,80218.0,24-hour Kiosk Only (Denver B-cycle),424,7/19/15,5:41:00 PM,19th & Pearl,7/19/15,5:57:00 PM,Broadway & Walnut,16
175480,Denver B-cycle,866929,80205.0,Annual (Denver B-cycle),599,7/19/15,4:09:00 PM,Park Ave West & Tremont,7/19/15,4:25:00 PM,Denver Museum of Nature & Science,16
175490,Denver B-cycle,873102,80223.0,24-hour Kiosk Only (Denver B-cycle),513,7/19/15,4:02:00 PM,Market Street Station,7/19/15,4:55:00 PM,1st & Broadway,53
175689,Denver B-cycle,647128,80204.0,Annual Plus (Denver B-cycle),687,7/19/15,2:29:00 PM,10th & Osage,7/19/15,3:10:00 PM,10th & Osage,41
177445,Denver B-cycle,870811,80206.0,24-hour Kiosk Only (Denver B-cycle),237,7/18/15,9:09:00 AM,Colfax & Garfield,7/18/15,10:26:00 AM,3rd & Milwaukee,77
177963,Denver B-cycle,807031,80206.0,Annual (Denver B-cycle),790,7/17/15,5:49:00 PM,12th & Columbine,7/17/15,5:56:00 PM,9th & Downing,7
