users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
Denver B-cycle,875765,80203,Annual Plus (Denver B-cycle),538,12/30/15,4:18:00 PM,3rd & Milwaukee,12/30/15,4:31:00 PM,11th & Emerson,13
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),228,12/30/15,4:15:00 PM,15th & Cleveland,12/30/15,4:18:00 PM,Denver Public Library,3
Denver B-cycle,946527,80134,Annual (Denver B-cycle),615,12/30/15,4:14:00 PM,Webb Building,12/30/15,4:21:00 PM,9th & Logan,7
Denver B-cycle,558267,80205,Annual Plus (Denver B-cycle),261,12/30/15,4:14:00 PM,18th & Arapahoe,12/30/15,4:41:00 PM,Park Ave West & Tremont,27
Denver B-cycle,1004757,80306,24-hour Kiosk Only (Denver B-cycle),612,12/30/15,4:10:00 PM,REI,12/30/15,4:42:00 PM,16th & Broadway,32
Denver B-cycle,1014023,80203,Monthly (Denver B-cycle),849,12/30/15,4:10:00 PM,REI,12/30/15,4:42:00 PM,16th & Broadway,32
Denver B-cycle,351140,80218,Annual (Denver B-cycle),331,12/30/15,4:08:00 PM,12th & Sherman,12/30/15,4:13:00 PM,7th & Grant,5
Denver B-cycle,659848,80206,Annual (Denver B-cycle),148,12/30/15,4:06:00 PM,15th & Cleveland,12/30/15,4:13:00 PM,13th & Pearl,7
Denver B-cycle,83098,80020,Annual (Denver B-cycle),902,12/30/15,4:04:00 PM,18th & Arapahoe,12/30/15,4:12:00 PM,Union Station Light Rail at 17th,8
Denver B-cycle,27039,80218,Annual (Denver B-cycle),292,12/30/15,4:04:00 PM,2045 Franklin,12/30/15,4:12:00 PM,18th & California,8
Denver B-cycle,62470,80218,Annual (Denver B-cycle),957,12/30/15,4:03:00 PM,18th & California,12/30/15,4:21:00 PM,13th & Marion,18
Denver B-cycle,292231,80218,Annual (Denver B-cycle),942,12/30/15,4:00:00 PM,18th & California,12/30/15,4:04:00 PM,19th & Wynkoop,4
Denver B-cycle,215912,80215,Annual (Denver B-cycle),171,12/30/15,3:58:00 PM,Denver Health,12/30/15,4:11:00 PM,Decatur Federal Light Rail,13
Denver B-cycle,922749,80205,Annual (Denver B-cycle),482,12/30/15,3:56:00 PM,18th & California,12/30/15,4:01:00 PM,22nd & Pennsylvania,5
Denver B-cycle,1049192,80218,Annual (Denver B-cycle),702,12/30/15,3:53:00 PM,13th & Marion,12/30/15,4:02:00 PM,9th & Downing,9
Denver B-cycle,827972,80202,Monthly (Denver B-cycle),561,12/30/15,3:53:00 PM,16th & Broadway,12/30/15,4:13:00 PM,18th & Arapahoe,20
Denver B-cycle,325966,80203,Annual (Denver B-cycle),263,12/30/15,3:51:00 PM,16th & Broadway,12/30/15,4:00:00 PM,9th & Logan,9
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),360,12/30/15,3:43:00 PM,Union Station Light Rail at 17th,12/30/15,4:03:00 PM,16th & Boulder,20
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),606,12/30/15,3:43:00 PM,Broadway & Walnut,12/30/15,4:32:00 PM,Broadway & Walnut,49
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),579,12/30/15,3:42:00 PM,Union Station Light Rail at 17th,12/30/15,4:03:00 PM,16th & Boulder,21
Denver B-cycle,1051232,75052,24-hour Kiosk Only (Denver B-cycle),933,12/30/15,3:41:00 PM,Denver Public Library,12/30/15,4:16:00 PM,15th & Curtis,35
Denver B-cycle,1051232,75052,24-hour Kiosk Only (Denver B-cycle),668,12/30/15,3:41:00 PM,Denver Public Library,12/30/15,4:16:00 PM,15th & Curtis,35
Denver B-cycle,224537,80205,Annual (Denver B-cycle),417,12/30/15,3:41:00 PM,33rd & Arapahoe,12/30/15,5:46:00 PM,28th & Larimer,125
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,3:41:00 PM,1550 Glenarm,12/30/15,4:29:00 PM,1550 Glenarm,48
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),265,12/30/15,3:40:00 PM,Union Station Light Rail at 17th,12/30/15,4:03:00 PM,16th & Boulder,23
Denver B-cycle,965023,80504,Monthly (Denver B-cycle),245,12/30/15,3:40:00 PM,Webb Building,12/30/15,3:50:00 PM,10th & Osage,10
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,3:36:00 PM,12th & Sherman,12/30/15,3:41:00 PM,1550 Glenarm,5
Denver B-cycle,336808,80202,Annual (Denver B-cycle),279,12/30/15,3:35:00 PM,Union Station Light Rail at 17th,12/30/15,3:37:00 PM,20th & Chestnut,2
Denver B-cycle,11592,80205,Annual (Denver B-cycle),79,12/30/15,3:35:00 PM,Market Street Station,12/30/15,3:44:00 PM,Park Ave West & Tremont,9
Denver B-cycle,874888,80236,Annual (Denver B-cycle),352,12/30/15,3:33:00 PM,Webb Building,12/30/15,3:37:00 PM,13th & Speer,4
Denver B-cycle,13885,80238,Annual (Denver B-cycle),967,12/30/15,3:33:00 PM,16th & Sherman,12/30/15,3:36:00 PM,19th & Pearl,3
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),358,12/30/15,3:28:00 PM,14th & Elati,12/30/15,3:43:00 PM,Broadway & Walnut,15
Denver B-cycle,48462,80218,Annual (Denver B-cycle),84,12/30/15,3:25:00 PM,Cherry Creek Mall,12/30/15,3:37:00 PM,6th & Clarkson,12
Denver B-cycle,48379,80218,Annual (Denver B-cycle),88,12/30/15,3:24:00 PM,Cherry Creek Mall,12/30/15,3:37:00 PM,6th & Clarkson,13
Denver B-cycle,432848,80204,Annual (Denver B-cycle),215,12/30/15,3:22:00 PM,Webb Building,12/30/15,3:26:00 PM,13th & Speer,4
Denver B-cycle,1051190,60545,24-hour Kiosk Only (Denver B-cycle),739,12/30/15,3:20:00 PM,14th & Stout,12/30/15,3:39:00 PM,14th & Welton,19
Denver B-cycle,1051191,60548,24-hour Kiosk Only (Denver B-cycle),238,12/30/15,3:19:00 PM,14th & Stout,12/30/15,3:39:00 PM,14th & Welton,20
Denver B-cycle,205119,80027,Annual (Denver B-cycle),302,12/30/15,3:18:00 PM,15th & Cleveland,12/30/15,3:26:00 PM,15th & Delgany,8
Denver B-cycle,1004757,80306,24-hour Kiosk Only (Denver B-cycle),612,12/30/15,3:13:00 PM,11th & Broadway,12/30/15,3:29:00 PM,REI,16
Denver B-cycle,1014023,80203,Monthly (Denver B-cycle),849,12/30/15,3:12:00 PM,11th & Broadway,12/30/15,3:29:00 PM,REI,17
Denver B-cycle,384284,80203,Annual (Denver B-cycle),250,12/30/15,3:11:00 PM,25th & Lawrence,12/30/15,3:17:00 PM,22nd & Pennsylvania,6
Denver B-cycle,120679,80209,Annual (Denver B-cycle),422,12/30/15,3:07:00 PM,25th & Lawrence,12/30/15,3:27:00 PM,18th & Arapahoe,20
Denver B-cycle,36474,80201,Annual (Denver B-cycle),785,12/30/15,3:06:00 PM,15th & Curtis,12/30/15,3:14:00 PM,25th & Lawrence,8
Denver B-cycle,458482,80227,Annual (Denver B-cycle),268,12/30/15,3:04:00 PM,16th & Broadway,12/30/15,3:11:00 PM,9th & Santa Fe,7
Denver B-cycle,634828,80123,Annual (Denver B-cycle),26,12/30/15,3:01:00 PM,Webb Building,12/30/15,3:04:00 PM,14th & Stout,3
Denver B-cycle,384284,80203,Annual (Denver B-cycle),250,12/30/15,3:01:00 PM,15th & Curtis,12/30/15,3:07:00 PM,25th & Lawrence,6
Denver B-cycle,27039,80218,Annual (Denver B-cycle),304,12/30/15,2:58:00 PM,18th & California,12/30/15,3:08:00 PM,2045 Franklin,10
Denver B-cycle,39177,80206,Annual Plus (Denver B-cycle),254,12/30/15,2:58:00 PM,Market Street Station,12/30/15,3:04:00 PM,1550 Glenarm,6
Denver B-cycle,1051059,60612,24-hour Kiosk Only (Denver B-cycle),565,12/30/15,2:54:00 PM,Denver Museum of Nature & Science,12/30/15,3:22:00 PM,1st & Broadway,28
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),358,12/30/15,2:51:00 PM,17th & Blake,12/30/15,3:17:00 PM,14th & Elati,26
Denver B-cycle,864456,80211,Annual (Denver B-cycle),661,12/30/15,2:47:00 PM,15th & Curtis,12/30/15,2:55:00 PM,16th & Platte,8
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,2:45:00 PM,12th & Sherman,12/30/15,3:36:00 PM,12th & Sherman,51
Denver B-cycle,887323,80204,Annual Plus (Denver B-cycle),424,12/30/15,2:43:00 PM,13th & Speer,12/30/15,2:48:00 PM,11th & Broadway,5
Denver B-cycle,850612,80302,Monthly (Denver B-cycle),129,12/30/15,2:43:00 PM,11th & Delaware,12/30/15,2:52:00 PM,Union Station Light Rail at 17th,9
Denver B-cycle,1051191,60548,24-hour Kiosk Only (Denver B-cycle),238,12/30/15,2:39:00 PM,14th & Welton,12/30/15,3:17:00 PM,14th & Stout,38
Denver B-cycle,1051190,60545,24-hour Kiosk Only (Denver B-cycle),739,12/30/15,2:38:00 PM,14th & Welton,12/30/15,3:17:00 PM,14th & Stout,39
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),83,12/30/15,2:24:00 PM,1550 Glenarm,12/30/15,2:44:00 PM,12th & Sherman,20
Denver B-cycle,695507,80220,Annual (Denver B-cycle),577,12/30/15,2:23:00 PM,16th & Broadway,12/30/15,2:41:00 PM,16th & Sherman,18
Denver B-cycle,212500,80205,Annual (Denver B-cycle),527,12/30/15,2:23:00 PM,17th & Franklin,12/30/15,2:31:00 PM,13th & Pearl,8
Denver B-cycle,55779,80207,Annual Plus (Denver B-cycle),271,12/30/15,2:22:00 PM,17th & Larimer,12/30/15,2:28:00 PM,REI,6
Denver B-cycle,864456,80211,Annual (Denver B-cycle),661,12/30/15,2:19:00 PM,16th & Platte,12/30/15,2:28:00 PM,15th & Curtis,9
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),259,12/30/15,2:16:00 PM,25th & Lawrence,12/30/15,2:29:00 PM,1st & Broadway,13
Denver B-cycle,20075,80203,Annual Plus (Denver B-cycle),355,12/30/15,2:11:00 PM,Broadway & Walnut,12/30/15,2:27:00 PM,11th & Delaware,16
Denver B-cycle,1051137,0,24-hour Kiosk Only (Denver B-cycle),324,12/30/15,2:05:00 PM,18th & Arapahoe,12/30/15,2:23:00 PM,Broadway & Walnut,18
Denver B-cycle,647128,80204,Annual Plus (Denver B-cycle),742,12/30/15,2:00:00 PM,10th & Osage,12/30/15,2:26:00 PM,10th & Osage,26
Denver B-cycle,726382,80129,Annual Plus (Denver B-cycle),753,12/30/15,1:59:00 PM,Market Street Station,12/30/15,2:13:00 PM,10th & Osage,14
Denver B-cycle,34772,80202,Annual (Denver B-cycle),417,12/30/15,1:58:00 PM,7th & Grant,12/30/15,2:14:00 PM,33rd & Arapahoe,16
Denver B-cycle,39177,80206,Annual Plus (Denver B-cycle),667,12/30/15,1:55:00 PM,1550 Glenarm,12/30/15,2:01:00 PM,Market Street Station,6
Denver B-cycle,1020824,80218,Annual Plus (Denver B-cycle),534,12/30/15,1:50:00 PM,Colfax & Gaylord,12/30/15,1:57:00 PM,11th & Emerson,7
Denver B-cycle,395197,80229,Annual (Denver B-cycle),600,12/30/15,1:45:00 PM,20th & Chestnut,12/30/15,1:50:00 PM,19th & Wynkoop,5
Denver B-cycle,840498,80203,Annual (Denver B-cycle),589,12/30/15,1:44:00 PM,Colfax & Garfield,12/30/15,2:00:00 PM,11th & Emerson,16
Denver B-cycle,278901,80211,Annual (Denver B-cycle),235,12/30/15,1:38:00 PM,16th & Little Raven,12/30/15,1:40:00 PM,16th & Platte,2
Denver B-cycle,1051137,0,24-hour Kiosk Only (Denver B-cycle),410,12/30/15,1:32:00 PM,17th & Pearl,12/30/15,2:16:00 PM,18th & Arapahoe,44
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),121,12/30/15,1:24:00 PM,20th & Chestnut,12/30/15,1:27:00 PM,19th & Wynkoop,3
Denver B-cycle,918293,80204,Annual (Denver B-cycle),119,12/30/15,1:19:00 PM,1350 Larimer,12/30/15,1:23:00 PM,13th & Speer,4
Denver B-cycle,922749,80205,Annual (Denver B-cycle),2,12/30/15,1:16:00 PM,22nd & Pennsylvania,12/30/15,1:19:00 PM,18th & California,3
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),138,12/30/15,1:16:00 PM,17th & Race,12/30/15,1:56:00 PM,17th & Blake,40
Denver B-cycle,893162,80202,Annual Plus (Denver B-cycle),107,12/30/15,1:10:00 PM,19th & Market,12/30/15,1:13:00 PM,17th & Blake,3
Denver B-cycle,974677,80210,Annual (Denver B-cycle),335,12/30/15,1:08:00 PM,16th & Broadway,12/30/15,1:21:00 PM,10th & Osage,13
Denver B-cycle,985824,80209,Monthly (Denver B-cycle),361,12/30/15,1:05:00 PM,Bayaud & Pennsylvania,12/30/15,1:20:00 PM,1450 Wazee,15
Denver B-cycle,48462,80218,Annual (Denver B-cycle),160,12/30/15,1:03:00 PM,6th & Clarkson,12/30/15,1:19:00 PM,3rd & Milwaukee,16
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),549,12/30/15,1:03:00 PM,17th & Downing,12/30/15,1:09:00 PM,Colfax & Gaylord,6
Denver B-cycle,48379,80218,Annual (Denver B-cycle),906,12/30/15,1:02:00 PM,6th & Clarkson,12/30/15,1:19:00 PM,3rd & Milwaukee,17
Denver B-cycle,707565,80211,Annual (Denver B-cycle),261,12/30/15,12:59:00 PM,Market Street Station,12/30/15,1:15:00 PM,18th & Arapahoe,16
Denver B-cycle,260154,80206,Annual (Denver B-cycle),557,12/30/15,12:55:00 PM,Five Points,12/30/15,1:15:00 PM,Five Points,20
Denver B-cycle,47248,80210,Annual Plus (Denver B-cycle),920,12/30/15,12:55:00 PM,Market Street Station,12/30/15,1:02:00 PM,Broadway & Walnut,7
Denver B-cycle,34772,80202,Annual (Denver B-cycle),417,12/30/15,12:52:00 PM,33rd & Arapahoe,12/30/15,1:07:00 PM,7th & Grant,15
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),855,12/30/15,12:50:00 PM,12th & Sherman,12/30/15,1:30:00 PM,1550 Glenarm,40
Denver B-cycle,827884,80211,Annual (Denver B-cycle),482,12/30/15,12:47:00 PM,22nd & Pennsylvania,12/30/15,12:52:00 PM,18th & California,5
Denver B-cycle,707565,80211,Annual (Denver B-cycle),261,12/30/15,12:43:00 PM,18th & Arapahoe,12/30/15,12:46:00 PM,Market Street Station,3
Denver B-cycle,865597,80205,Annual Plus (Denver B-cycle),730,12/30/15,12:31:00 PM,Park Ave West & Tremont,12/30/15,12:52:00 PM,Park Ave West & Tremont,21
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),855,12/30/15,12:27:00 PM,9th & Logan,12/30/15,12:49:00 PM,12th & Sherman,22
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),855,12/30/15,12:18:00 PM,1st & Broadway,12/30/15,12:27:00 PM,9th & Logan,9
Denver B-cycle,237745,80206,Annual (Denver B-cycle),550,12/30/15,12:17:00 PM,12th & Sherman,12/30/15,12:21:00 PM,11th & Emerson,4
Denver B-cycle,1051059,60612,24-hour Kiosk Only (Denver B-cycle),56,12/30/15,12:13:00 PM,18th & California,12/30/15,12:36:00 PM,Denver Zoo,23
Denver B-cycle,1043492,80202,24-hour Kiosk Only (Denver B-cycle),129,12/30/15,12:10:00 PM,11th & Delaware,12/30/15,1:24:00 PM,11th & Delaware,74
Denver B-cycle,11328,80211,Annual Plus (Denver B-cycle),644,12/30/15,12:10:00 PM,18th & Arapahoe,12/30/15,12:14:00 PM,19th & Wynkoop,4
Denver B-cycle,11328,80211,Annual Plus (Denver B-cycle),644,12/30/15,12:10:00 PM,18th & Arapahoe,12/30/15,12:23:00 PM,18th & Arapahoe,13
Denver B-cycle,11328,80211,Annual Plus (Denver B-cycle),644,12/30/15,12:10:00 PM,18th & Arapahoe,12/30/15,12:23:00 PM,18th & Arapahoe,13
Denver B-cycle,11328,80211,Annual Plus (Denver B-cycle),644,12/30/15,12:10:00 PM,18th & Arapahoe,12/30/15,12:23:00 PM,18th & Arapahoe,13
Denver B-cycle,874888,80236,Annual (Denver B-cycle),352,12/30/15,12:06:00 PM,13th & Speer,12/30/15,12:10:00 PM,Webb Building,4
Denver B-cycle,200976,80206,Annual (Denver B-cycle),89,12/30/15,12:06:00 PM,17th & Blake,12/30/15,12:17:00 PM,28th & Larimer,11
Denver B-cycle,795339,80211,Annual (Denver B-cycle),235,12/30/15,12:03:00 PM,16th & Boulder,12/30/15,12:07:00 PM,16th & Little Raven,4
Denver B-cycle,47655,80203,Annual Plus (Denver B-cycle),773,12/30/15,12:01:00 PM,18th & California,12/30/15,12:26:00 PM,18th & California,25
Denver B-cycle,1004519,80218,Annual Plus (Denver B-cycle),636,12/30/15,11:45:00 AM,9th & Downing,12/30/15,11:53:00 AM,9th & Downing,8
Denver B-cycle,46365,80202,Annual (Denver B-cycle),661,12/30/15,11:43:00 AM,15th & Delgany,12/30/15,11:47:00 AM,16th & Platte,4
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),855,12/30/15,11:42:00 AM,12th & Sherman,12/30/15,12:18:00 PM,1st & Broadway,36
Denver B-cycle,936861,80210,Annual (Denver B-cycle),217,12/30/15,11:41:00 AM,Union Station Light Rail at 17th,12/30/15,11:45:00 AM,20th & Chestnut,4
Denver B-cycle,413913,80205,Annual (Denver B-cycle),667,12/30/15,11:40:00 AM,13th & Pearl,12/30/15,11:47:00 AM,1550 Glenarm,7
Denver B-cycle,773373,80203,Annual (Denver B-cycle),571,12/30/15,11:38:00 AM,16th & Broadway,12/30/15,12:09:00 PM,16th & Broadway,31
Denver B-cycle,47248,80210,Annual Plus (Denver B-cycle),79,12/30/15,11:37:00 AM,Broadway & Walnut,12/30/15,11:43:00 AM,Market Street Station,6
Denver B-cycle,1051017,80211,24-hour Kiosk Only (Denver B-cycle),15,12/30/15,11:36:00 AM,16th & Little Raven,12/30/15,11:53:00 AM,23rd & Clay,17
Denver B-cycle,922749,80205,Annual (Denver B-cycle),482,12/30/15,11:33:00 AM,18th & California,12/30/15,11:38:00 AM,22nd & Pennsylvania,5
Denver B-cycle,1032197,80203,24-hour Kiosk Only (Denver B-cycle),355,12/30/15,11:26:00 AM,17th & Pearl,12/30/15,11:46:00 AM,Broadway & Walnut,20
Denver B-cycle,84789,80203,Annual (Denver B-cycle),376,12/30/15,11:26:00 AM,Colfax & Garfield,12/30/15,11:40:00 AM,19th & Pearl,14
Denver B-cycle,797217,80020,Annual (Denver B-cycle),550,12/30/15,11:21:00 AM,16th & Broadway,12/30/15,11:25:00 AM,12th & Sherman,4
Denver B-cycle,874888,80236,Annual (Denver B-cycle),263,12/30/15,11:12:00 AM,Webb Building,12/30/15,11:16:00 AM,11th & Delaware,4
Denver B-cycle,11328,80211,Annual Plus (Denver B-cycle),644,12/30/15,11:11:00 AM,19th & Wynkoop,12/30/15,11:30:00 AM,18th & Arapahoe,19
Denver B-cycle,233903,80209,Annual Plus (Denver B-cycle),109,12/30/15,11:06:00 AM,16th & Sherman,12/30/15,11:42:00 AM,16th & Sherman,36
Denver B-cycle,1050982,0,24-hour Kiosk Only (Denver B-cycle),781,12/30/15,11:04:00 AM,14th & Welton,12/30/15,11:47:00 AM,Cherry Creek Mall,43
Denver B-cycle,1050982,0,24-hour Kiosk Only (Denver B-cycle),10,12/30/15,11:04:00 AM,14th & Welton,12/30/15,11:47:00 AM,Cherry Creek Mall,43
Denver B-cycle,1050982,0,24-hour Kiosk Only (Denver B-cycle),88,12/30/15,11:03:00 AM,14th & Welton,12/30/15,11:47:00 AM,Cherry Creek Mall,44
Denver B-cycle,1050978,0,24-hour Kiosk Only (Denver B-cycle),430,12/30/15,11:02:00 AM,14th & Welton,12/30/15,11:46:00 AM,Cherry Creek Mall,44
Denver B-cycle,233903,80209,Annual Plus (Denver B-cycle),109,12/30/15,10:57:00 AM,16th & Sherman,12/30/15,11:05:00 AM,16th & Sherman,8
Denver B-cycle,937409,80218,Monthly (Denver B-cycle),268,12/30/15,10:50:00 AM,11th & Emerson,12/30/15,10:59:00 AM,16th & Broadway,9
Denver B-cycle,937401,80218,Monthly (Denver B-cycle),561,12/30/15,10:50:00 AM,11th & Emerson,12/30/15,10:59:00 AM,16th & Broadway,9
Denver B-cycle,1044726,80215,Annual Plus (Denver B-cycle),549,12/30/15,10:35:00 AM,9th & Santa Fe,12/30/15,10:48:00 AM,17th & Downing,13
Denver B-cycle,47346,80226,Annual (Denver B-cycle),773,12/30/15,10:34:00 AM,4th & Walnut,12/30/15,10:48:00 AM,18th & California,14
Denver B-cycle,1050002,80205,Monthly (Denver B-cycle),268,12/30/15,10:34:00 AM,Denver Public Library,12/30/15,10:48:00 AM,11th & Emerson,14
Denver B-cycle,484632,80203,Annual (Denver B-cycle),631,12/30/15,10:18:00 AM,9th & Logan,12/30/15,10:24:00 AM,16th & Sherman,6
Denver B-cycle,1050935,96817,24-hour Kiosk Only (Denver B-cycle),247,12/30/15,10:17:00 AM,DU Driscoll Center,12/30/15,10:53:00 AM,DU Driscoll Center,36
Denver B-cycle,1050002,80205,Monthly (Denver B-cycle),268,12/30/15,10:08:00 AM,15th & Curtis,12/30/15,10:17:00 AM,Denver Public Library,9
Denver B-cycle,26027,80204,Annual Plus (Denver B-cycle),156,12/30/15,10:03:00 AM,Louisiana / Pearl Light Rail,12/30/15,10:21:00 AM,9th & Santa Fe,18
Denver B-cycle,652957,80211,Annual (Denver B-cycle),567,12/30/15,9:59:00 AM,17th & Tejon,12/30/15,10:04:00 AM,16th & Little Raven,5
Denver B-cycle,47248,80210,Annual Plus (Denver B-cycle),79,12/30/15,9:59:00 AM,Five Points,12/30/15,10:10:00 AM,Broadway & Walnut,11
Denver B-cycle,33990,80202,Annual (Denver B-cycle),471,12/30/15,9:57:00 AM,15th & Curtis,12/30/15,9:59:00 AM,14th & Stout,2
Denver B-cycle,493039,80209,Annual (Denver B-cycle),435,12/30/15,9:48:00 AM,Denver Health,12/30/15,9:57:00 AM,Denver Public Library,9
Denver B-cycle,1039652,80203,Monthly (Denver B-cycle),957,12/30/15,9:44:00 AM,19th & Pearl,12/30/15,9:48:00 AM,18th & California,4
Denver B-cycle,924021,80209,Annual Plus (Denver B-cycle),744,12/30/15,9:42:00 AM,Five Points,12/30/15,9:46:00 AM,28th & Larimer,4
Denver B-cycle,974373,80110,Annual (Denver B-cycle),684,12/30/15,9:40:00 AM,11th & Delaware,12/30/15,9:45:00 AM,15th & Cleveland,5
Denver B-cycle,817980,80108,Annual (Denver B-cycle),637,12/30/15,9:39:00 AM,11th & Emerson,12/30/15,9:42:00 AM,12th & Sherman,3
Denver B-cycle,33990,80202,Annual (Denver B-cycle),471,12/30/15,9:39:00 AM,14th & Stout,12/30/15,9:41:00 AM,15th & Curtis,2
Denver B-cycle,27039,80218,Annual (Denver B-cycle),942,12/30/15,9:33:00 AM,9th & Downing,12/30/15,9:42:00 AM,18th & California,9
Denver B-cycle,975965,80232,Annual Plus (Denver B-cycle),180,12/30/15,9:28:00 AM,13th & Speer,12/30/15,9:35:00 AM,17th & Larimer,7
Denver B-cycle,1050002,80205,Monthly (Denver B-cycle),335,12/30/15,9:28:00 AM,11th & Emerson,12/30/15,9:41:00 AM,16th & Broadway,13
Denver B-cycle,200976,80206,Annual (Denver B-cycle),740,12/30/15,9:21:00 AM,2045 Franklin,12/30/15,9:39:00 AM,17th & Blake,18
Denver B-cycle,851405,80203,Monthly (Denver B-cycle),17,12/30/15,9:18:00 AM,12th & Sherman,12/30/15,9:23:00 AM,16th & Broadway,5
Denver B-cycle,208216,80202,Annual Plus (Denver B-cycle),36,12/30/15,9:14:00 AM,1450 Wazee,12/30/15,9:26:00 AM,1450 Wazee,12
Denver B-cycle,231626,80218,Annual (Denver B-cycle),761,12/30/15,9:13:00 AM,11th & Emerson,12/30/15,9:19:00 AM,16th & Sherman,6
Denver B-cycle,231626,80218,Annual (Denver B-cycle),874,12/30/15,9:12:00 AM,11th & Emerson,12/30/15,9:13:00 AM,11th & Emerson,1
Denver B-cycle,231626,80218,Annual (Denver B-cycle),43,12/30/15,9:10:00 AM,9th & Downing,12/30/15,9:12:00 AM,11th & Emerson,2
Denver B-cycle,232767,80202,Annual (Denver B-cycle),377,12/30/15,9:05:00 AM,16th & Little Raven,12/30/15,9:15:00 AM,17th & Larimer,10
Denver B-cycle,69355,80301,Annual Plus (Denver B-cycle),16,12/30/15,9:01:00 AM,14th & Stout,12/30/15,9:32:00 AM,DU Driscoll Center,31
Denver B-cycle,233903,80209,Annual Plus (Denver B-cycle),109,12/30/15,8:59:00 AM,Bayaud & Emerson,12/30/15,9:15:00 AM,16th & Sherman,16
Denver B-cycle,584772,80214,Annual (Denver B-cycle),105,12/30/15,8:57:00 AM,REI,12/30/15,9:14:00 AM,Denver Public Library,17
Denver B-cycle,584772,80214,Annual (Denver B-cycle),365,12/30/15,8:46:00 AM,Decatur Federal Light Rail,12/30/15,8:56:00 AM,REI,10
Denver B-cycle,532906,80204,Annual (Denver B-cycle),155,12/30/15,8:41:00 AM,Denver Health,12/30/15,8:52:00 AM,1450 Wazee,11
Denver B-cycle,811971,80205,Annual (Denver B-cycle),254,12/30/15,8:36:00 AM,22nd & Market,12/30/15,8:40:00 AM,Market Street Station,4
Denver B-cycle,672572,80205,Annual (Denver B-cycle),753,12/30/15,8:32:00 AM,Park Ave West & Tremont,12/30/15,8:42:00 AM,Market Street Station,10
Denver B-cycle,200976,80206,Annual (Denver B-cycle),740,12/30/15,8:31:00 AM,Colfax & Gaylord,12/30/15,8:36:00 AM,2045 Franklin,5
Denver B-cycle,946527,80134,Annual (Denver B-cycle),641,12/30/15,8:30:00 AM,9th & Logan,12/30/15,8:35:00 AM,Webb Building,5
Denver B-cycle,726382,80129,Annual Plus (Denver B-cycle),296,12/30/15,8:30:00 AM,2045 Franklin,12/30/15,8:37:00 AM,16th & Broadway,7
Denver B-cycle,592083,80202,Annual (Denver B-cycle),418,12/30/15,8:27:00 AM,11th & Delaware,12/30/15,8:33:00 AM,15th & Cleveland,6
Denver B-cycle,384284,80203,Annual (Denver B-cycle),785,12/30/15,8:27:00 AM,22nd & Pennsylvania,12/30/15,8:33:00 AM,15th & Curtis,6
Denver B-cycle,558267,80205,Annual Plus (Denver B-cycle),902,12/30/15,8:27:00 AM,Park Ave West & Tremont,12/30/15,8:48:00 AM,18th & Arapahoe,21
Denver B-cycle,143369,80202,Annual (Denver B-cycle),429,12/30/15,8:26:00 AM,20th & Chestnut,12/30/15,8:36:00 AM,16th & Broadway,10
Denver B-cycle,324547,80129,Annual (Denver B-cycle),412,12/30/15,8:25:00 AM,14th & Stout,12/30/15,8:29:00 AM,15th & Delgany,4
Denver B-cycle,417802,80203,Monthly (Denver B-cycle),782,12/30/15,8:23:00 AM,13th & Pearl,12/30/15,8:34:00 AM,1450 Wazee,11
Denver B-cycle,427812,80203,Annual Plus (Denver B-cycle),86,12/30/15,8:21:00 AM,17th & Larimer,12/30/15,8:53:00 AM,25th & Lawrence,32
Denver B-cycle,34772,80202,Annual (Denver B-cycle),417,12/30/15,8:20:00 AM,17th & Larimer,12/30/15,8:30:00 AM,33rd & Arapahoe,10
Denver B-cycle,659848,80206,Annual (Denver B-cycle),690,12/30/15,8:18:00 AM,13th & Pearl,12/30/15,8:23:00 AM,15th & Cleveland,5
Denver B-cycle,360123,80209,Annual Plus (Denver B-cycle),83,12/30/15,8:17:00 AM,Bayaud & Pennsylvania,12/30/15,8:28:00 AM,16th & Broadway,11
