users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
Denver B-cycle,922749,80205,Annual (Denver B-cycle),500,12/28/15,4:04:00 PM,18th & California,12/28/15,4:08:00 PM,22nd & Pennsylvania,4
Denver B-cycle,804421,80218,Annual (Denver B-cycle),988,12/28/15,4:04:00 PM,9th & Downing,12/28/15,4:17:00 PM,11th & Emerson,13
Denver B-cycle,918293,80204,Annual (Denver B-cycle),119,12/28/15,4:03:00 PM,1350 Larimer,12/28/15,4:08:00 PM,13th & Speer,5
Denver B-cycle,965023,80504,30-day Renewing (Denver B-cycle),600,12/28/15,4:01:00 PM,Webb Building,12/28/15,4:12:00 PM,10th & Osage,11
Denver B-cycle,232767,80202,Annual (Denver B-cycle),210,12/28/15,4:01:00 PM,17th & Larimer,12/28/15,4:09:00 PM,16th & Little Raven,8
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),942,12/28/15,4:00:00 PM,7th & Grant,12/28/15,4:20:00 PM,9th & Downing,20
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),522,12/28/15,4:00:00 PM,7th & Grant,12/28/15,4:20:00 PM,9th & Downing,20
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),482,12/28/15,4:00:00 PM,7th & Grant,12/28/15,4:20:00 PM,9th & Downing,20
Denver B-cycle,946527,80134,Annual (Denver B-cycle),51,12/28/15,3:57:00 PM,Webb Building,12/28/15,6:13:00 PM,Broncos Bike Valet,136
Denver B-cycle,705029,80202,Annual (Denver B-cycle),121,12/28/15,3:56:00 PM,16th & Platte,12/28/15,4:01:00 PM,20th & Chestnut,5
Denver B-cycle,325966,80203,Annual (Denver B-cycle),535,12/28/15,3:55:00 PM,1550 Glenarm,12/28/15,4:05:00 PM,9th & Logan,10
Denver B-cycle,34772,80202,Annual (Denver B-cycle),750,12/28/15,3:55:00 PM,33rd & Arapahoe,12/28/15,4:02:00 PM,17th & Larimer,7
Denver B-cycle,1012646,80202,Annual (Denver B-cycle),563,12/28/15,3:53:00 PM,13th & Speer,12/28/15,4:01:00 PM,4th & Walnut,8
Denver B-cycle,218999,80206,Annual (Denver B-cycle),787,12/28/15,3:53:00 PM,Market Street Station,12/28/15,3:56:00 PM,19th & Market,3
Denver B-cycle,1041291,33455,24-hour Kiosk Only (Denver B-cycle),890,12/28/15,3:50:00 PM,Union Station Light Rail at 17th,12/28/15,3:59:00 PM,16th & Platte,9
Denver B-cycle,224537,80205,Annual (Denver B-cycle),479,12/28/15,3:50:00 PM,33rd & Arapahoe,12/28/15,5:54:00 PM,17th & Larimer,124
Denver B-cycle,1041291,33455,24-hour Kiosk Only (Denver B-cycle),326,12/28/15,3:49:00 PM,Union Station Light Rail at 17th,12/28/15,3:59:00 PM,16th & Platte,10
Denver B-cycle,1038168,33455,30-day Renewing (Denver B-cycle),201,12/28/15,3:48:00 PM,Union Station Light Rail at 17th,12/28/15,4:00:00 PM,16th & Platte,12
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,3:46:00 PM,9th & Downing,12/28/15,4:38:00 PM,13th & Pearl,52
Denver B-cycle,46677,80220,Annual (Denver B-cycle),550,12/28/15,3:45:00 PM,15th & Cleveland,12/28/15,3:47:00 PM,16th & Sherman,2
Denver B-cycle,36474,80201,Annual (Denver B-cycle),141,12/28/15,3:45:00 PM,15th & Curtis,12/28/15,3:55:00 PM,25th & Lawrence,10
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),284,12/28/15,3:44:00 PM,25th & Lawrence,12/28/15,4:10:00 PM,9th & Logan,26
Denver B-cycle,804421,80218,Annual (Denver B-cycle),912,12/28/15,3:43:00 PM,11th & Emerson,12/28/15,4:03:00 PM,9th & Downing,20
Denver B-cycle,737423,80204,Annual (Denver B-cycle),449,12/28/15,3:40:00 PM,13th & Speer,12/28/15,3:44:00 PM,14th & Welton,4
Denver B-cycle,336808,80202,Annual (Denver B-cycle),79,12/28/15,3:40:00 PM,20th & Chestnut,12/28/15,4:01:00 PM,18th & Arapahoe,21
Denver B-cycle,1050093,80020,24-hour Kiosk Only (Denver B-cycle),608,12/28/15,3:36:00 PM,2045 Franklin,12/28/15,4:04:00 PM,2045 Franklin,28
Denver B-cycle,1040160,80005,30-day Renewing (Denver B-cycle),549,12/28/15,3:31:00 PM,16th & Sherman,12/28/15,3:39:00 PM,1551 Lafayette,8
Denver B-cycle,817980,80108,Annual (Denver B-cycle),914,12/28/15,3:29:00 PM,12th & Sherman,12/28/15,3:32:00 PM,11th & Emerson,3
Denver B-cycle,205119,80027,Annual (Denver B-cycle),175,12/28/15,3:29:00 PM,Webb Building,12/28/15,3:38:00 PM,15th & Delgany,9
Denver B-cycle,251095,80204,Annual (Denver B-cycle),226,12/28/15,3:29:00 PM,16th & Broadway,12/28/15,3:41:00 PM,Pepsi Center,12
Denver B-cycle,13885,80238,Annual (Denver B-cycle),2,12/28/15,3:24:00 PM,16th & Sherman,12/28/15,3:27:00 PM,22nd & Pennsylvania,3
Denver B-cycle,215912,80215,Annual (Denver B-cycle),596,12/28/15,3:24:00 PM,Denver Health,12/28/15,3:38:00 PM,4th & Walnut,14
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),284,12/28/15,3:19:00 PM,18th & Arapahoe,12/28/15,3:43:00 PM,25th & Lawrence,24
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,3:11:00 PM,12th & Sherman,12/28/15,3:46:00 PM,9th & Downing,35
Denver B-cycle,957452,80218,Annual (Denver B-cycle),72,12/28/15,3:10:00 PM,13th & Marion,12/28/15,3:16:00 PM,15th & Cleveland,6
Denver B-cycle,458482,80227,Annual (Denver B-cycle),557,12/28/15,3:05:00 PM,16th & Broadway,12/28/15,3:13:00 PM,9th & Santa Fe,8
Denver B-cycle,389182,80203,Annual (Denver B-cycle),298,12/28/15,3:04:00 PM,16th & Broadway,12/28/15,3:11:00 PM,9th & Logan,7
Denver B-cycle,634828,80123,Annual (Denver B-cycle),711,12/28/15,3:03:00 PM,Webb Building,12/28/15,3:06:00 PM,14th & Stout,3
Denver B-cycle,726382,80129,Annual Plus (Denver B-cycle),296,12/28/15,3:03:00 PM,16th & Broadway,12/28/15,3:11:00 PM,10th & Osage,8
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),942,12/28/15,3:02:00 PM,REI,12/28/15,3:59:00 PM,7th & Grant,57
Denver B-cycle,874888,80236,Annual (Denver B-cycle),709,12/28/15,3:02:00 PM,Webb Building,12/28/15,3:05:00 PM,11th & Delaware,3
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),482,12/28/15,3:01:00 PM,REI,12/28/15,3:59:00 PM,7th & Grant,58
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),522,12/28/15,3:01:00 PM,REI,12/28/15,3:59:00 PM,7th & Grant,58
Denver B-cycle,959112,80205,30-day Renewing (Denver B-cycle),503,12/28/15,3:00:00 PM,17th & Blake,12/28/15,3:10:00 PM,25th & Lawrence,10
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),284,12/28/15,2:47:00 PM,13th & Speer,12/28/15,3:29:00 PM,18th & Arapahoe,42
Denver B-cycle,804421,80218,Annual (Denver B-cycle),912,12/28/15,2:41:00 PM,11th & Emerson,12/28/15,3:06:00 PM,11th & Emerson,25
Denver B-cycle,143369,80202,Annual (Denver B-cycle),31,12/28/15,2:37:00 PM,20th & Chestnut,12/28/15,2:51:00 PM,Webb Building,14
Denver B-cycle,1041291,33455,24-hour Kiosk Only (Denver B-cycle),748,12/28/15,2:34:00 PM,32nd & Pecos,12/28/15,2:40:00 PM,16th & Little Raven,6
Denver B-cycle,1041291,33455,24-hour Kiosk Only (Denver B-cycle),377,12/28/15,2:33:00 PM,32nd & Pecos,12/29/15,4:55:00 AM,16th & Little Raven,862
Denver B-cycle,1038168,33455,30-day Renewing (Denver B-cycle),221,12/28/15,2:32:00 PM,32nd & Pecos,12/28/15,2:40:00 PM,16th & Little Raven,8
Denver B-cycle,1023669,80023,Annual (Denver B-cycle),425,12/28/15,2:32:00 PM,Webb Building,12/28/15,2:40:00 PM,Union Station Light Rail at 17th,8
Denver B-cycle,804421,80218,Annual (Denver B-cycle),761,12/28/15,2:32:00 PM,1550 Glenarm,12/28/15,2:41:00 PM,11th & Emerson,9
Denver B-cycle,296496,80206,Annual Plus (Denver B-cycle),792,12/28/15,2:32:00 PM,12th & Columbine,12/28/15,3:10:00 PM,12th & Columbine,38
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),284,12/28/15,2:26:00 PM,Denver Public Library,12/28/15,2:47:00 PM,13th & Speer,21
Denver B-cycle,20075,80203,Annual Plus (Denver B-cycle),161,12/28/15,2:25:00 PM,1st & Broadway,12/28/15,2:59:00 PM,23rd & Clay,34
Denver B-cycle,44288,80218,Annual (Denver B-cycle),238,12/28/15,2:24:00 PM,9th & Downing,12/28/15,2:54:00 PM,9th & Downing,30
Denver B-cycle,659848,80206,Annual (Denver B-cycle),96,12/28/15,2:23:00 PM,15th & Cleveland,12/28/15,2:30:00 PM,13th & Pearl,7
Denver B-cycle,483336,80218,Annual (Denver B-cycle),254,12/28/15,2:22:00 PM,13th & Speer,12/28/15,2:36:00 PM,13th & Marion,14
Denver B-cycle,474870,80218,Annual (Denver B-cycle),477,12/28/15,2:21:00 PM,15th & Delgany,12/28/15,2:38:00 PM,22nd & Market,17
Denver B-cycle,1050002,80205,30-day Renewing (Denver B-cycle),874,12/28/15,2:11:00 PM,11th & Emerson,12/28/15,2:26:00 PM,Denver Public Library,15
Denver B-cycle,1050017,82718,24-hour Kiosk Only (Denver B-cycle),899,12/28/15,2:10:00 PM,Decatur Federal Light Rail,12/28/15,2:24:00 PM,16th & Little Raven,14
Denver B-cycle,356725,80209,Annual (Denver B-cycle),442,12/28/15,2:08:00 PM,18th & Arapahoe,12/28/15,2:11:00 PM,17th & Blake,3
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),284,12/28/15,2:08:00 PM,9th & Logan,12/28/15,2:25:00 PM,Denver Public Library,17
Denver B-cycle,893010,80204,30-day Renewing (Denver B-cycle),574,12/28/15,2:06:00 PM,14th & Ogden,12/28/15,2:23:00 PM,10th & Osage,17
Denver B-cycle,948297,80211,Annual (Denver B-cycle),218,12/28/15,2:04:00 PM,16th & Boulder,12/28/15,2:08:00 PM,16th & Little Raven,4
Denver B-cycle,927287,80205,Annual Plus (Denver B-cycle),358,12/28/15,2:03:00 PM,Market Street Station,12/28/15,2:09:00 PM,22nd & Market,6
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,2:01:00 PM,12th & Sherman,12/28/15,3:00:00 PM,12th & Sherman,59
Denver B-cycle,304994,80206,Annual (Denver B-cycle),560,12/28/15,1:58:00 PM,Denver Museum of Nature & Science,12/28/15,2:10:00 PM,12th & Columbine,12
Denver B-cycle,716822,80202,Annual Plus (Denver B-cycle),50,12/28/15,1:52:00 PM,28th & Larimer,12/28/15,2:40:00 PM,19th & Market,48
Denver B-cycle,20075,80203,Annual Plus (Denver B-cycle),161,12/28/15,1:50:00 PM,11th & Delaware,12/28/15,2:25:00 PM,1st & Broadway,35
Denver B-cycle,1049979,92131,24-hour Kiosk Only (Denver B-cycle),716,12/28/15,1:39:00 PM,17th & Pearl,12/28/15,3:10:00 PM,18th & California,91
Denver B-cycle,1049979,92131,24-hour Kiosk Only (Denver B-cycle),592,12/28/15,1:38:00 PM,17th & Pearl,12/28/15,3:10:00 PM,18th & California,92
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,1:38:00 PM,13th & Pearl,12/28/15,2:00:00 PM,12th & Sherman,22
Denver B-cycle,927287,80205,Annual Plus (Denver B-cycle),358,12/28/15,1:38:00 PM,22nd & Market,12/28/15,1:45:00 PM,Market Street Station,7
Denver B-cycle,716822,80202,Annual Plus (Denver B-cycle),50,12/28/15,1:36:00 PM,19th & Market,12/28/15,1:47:00 PM,28th & Larimer,11
Denver B-cycle,974806,80202,Annual Plus (Denver B-cycle),791,12/28/15,1:33:00 PM,17th & Tejon,12/28/15,1:35:00 PM,16th & Platte,2
Denver B-cycle,631762,80206,Annual (Denver B-cycle),792,12/28/15,1:27:00 PM,9th & Downing,12/28/15,1:35:00 PM,12th & Columbine,8
Denver B-cycle,260154,80206,Annual (Denver B-cycle),23,12/28/15,1:26:00 PM,Five Points,12/28/15,1:46:00 PM,Five Points,20
Denver B-cycle,439411,80203,Annual (Denver B-cycle),500,12/28/15,1:20:00 PM,18th & Arapahoe,12/28/15,1:24:00 PM,18th & California,4
Denver B-cycle,257366,80228,Annual (Denver B-cycle),578,12/28/15,1:16:00 PM,16th & Sherman,12/28/15,1:22:00 PM,1551 Lafayette,6
Denver B-cycle,237745,80206,Annual (Denver B-cycle),255,12/28/15,1:14:00 PM,13th & Marion,12/28/15,1:20:00 PM,12th & Sherman,6
Denver B-cycle,384284,80203,Annual (Denver B-cycle),141,12/28/15,1:11:00 PM,22nd & Pennsylvania,12/28/15,1:17:00 PM,15th & Curtis,6
Denver B-cycle,922749,80205,Annual (Denver B-cycle),652,12/28/15,1:08:00 PM,22nd & Pennsylvania,12/28/15,1:11:00 PM,18th & California,3
Denver B-cycle,716837,80202,Annual Plus (Denver B-cycle),107,12/28/15,1:07:00 PM,19th & Market,12/28/15,1:50:00 PM,19th & Market,43
Denver B-cycle,1020179,80203,Annual (Denver B-cycle),227,12/28/15,1:05:00 PM,9th & Logan,12/28/15,1:09:00 PM,13th & Pearl,4
Denver B-cycle,1022303,80218,Annual Plus (Denver B-cycle),18,12/28/15,1:04:00 PM,1551 Lafayette,12/28/15,1:23:00 PM,Five Points,19
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,12:42:00 PM,12th & Sherman,12/28/15,1:38:00 PM,13th & Pearl,56
Denver B-cycle,1049947,80017,24-hour Kiosk Only (Denver B-cycle),614,12/28/15,12:40:00 PM,11th & Delaware,12/29/15,12:09:00 PM,11th & Broadway,1409
Denver B-cycle,44288,80218,Annual (Denver B-cycle),238,12/28/15,12:40:00 PM,DU Driscoll Center,12/28/15,1:10:00 PM,9th & Downing,30
Denver B-cycle,20075,80203,Annual Plus (Denver B-cycle),161,12/28/15,12:40:00 PM,23rd & Clay,12/28/15,1:27:00 PM,11th & Delaware,47
Denver B-cycle,49665,80112,Annual (Denver B-cycle),175,12/28/15,12:28:00 PM,14th & Stout,12/28/15,12:30:00 PM,Webb Building,2
Denver B-cycle,237745,80206,Annual (Denver B-cycle),255,12/28/15,12:24:00 PM,12th & Sherman,12/28/15,12:30:00 PM,13th & Marion,6
Denver B-cycle,48462,80218,Annual (Denver B-cycle),160,12/28/15,12:24:00 PM,REI,12/28/15,12:41:00 PM,6th & Clarkson,17
Denver B-cycle,661757,80202,Annual (Denver B-cycle),442,12/28/15,12:20:00 PM,17th & Larimer,12/28/15,12:34:00 PM,18th & Arapahoe,14
Denver B-cycle,612609,80204,Annual (Denver B-cycle),287,12/28/15,12:17:00 PM,13th & Speer,12/28/15,12:23:00 PM,15th & Curtis,6
Denver B-cycle,49665,80112,Annual (Denver B-cycle),586,12/28/15,12:17:00 PM,25th & Lawrence,12/28/15,12:27:00 PM,14th & Stout,10
Denver B-cycle,49665,80112,Annual (Denver B-cycle),422,12/28/15,12:10:00 PM,18th & Arapahoe,12/28/15,12:17:00 PM,25th & Lawrence,7
Denver B-cycle,44288,80218,Annual (Denver B-cycle),238,12/28/15,12:09:00 PM,9th & Downing,12/28/15,12:40:00 PM,DU Driscoll Center,31
Denver B-cycle,1049848,80113,24-hour Kiosk Only (Denver B-cycle),168,12/28/15,12:04:00 PM,Colfax & Steele,12/28/15,12:21:00 PM,13th & Pearl,17
Denver B-cycle,653540,80205,Annual Plus (Denver B-cycle),42,12/28/15,12:02:00 PM,7th & Grant,12/28/15,12:22:00 PM,10th & Osage,20
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),482,12/28/15,11:59:00 AM,18th & California,12/28/15,2:48:00 PM,REI,169
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),522,12/28/15,11:59:00 AM,18th & California,12/28/15,12:27:00 PM,REI,28
Denver B-cycle,1049917,91354,24-hour Kiosk Only (Denver B-cycle),942,12/28/15,11:58:00 AM,18th & California,12/28/15,12:27:00 PM,REI,29
Denver B-cycle,612609,80204,Annual (Denver B-cycle),287,12/28/15,11:56:00 AM,15th & Curtis,12/28/15,12:02:00 PM,13th & Speer,6
Denver B-cycle,439411,80203,Annual (Denver B-cycle),500,12/28/15,11:49:00 AM,18th & California,12/28/15,12:04:00 PM,18th & Arapahoe,15
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,11:43:00 AM,12th & Sherman,12/28/15,12:42:00 PM,12th & Sherman,59
Denver B-cycle,652957,80211,Annual (Denver B-cycle),611,12/28/15,11:32:00 AM,17th & Tejon,12/28/15,11:36:00 AM,16th & Little Raven,4
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),775,12/28/15,11:28:00 AM,16th & Broadway,12/28/15,11:43:00 AM,12th & Sherman,15
Denver B-cycle,659848,80206,Annual (Denver B-cycle),96,12/28/15,11:25:00 AM,13th & Pearl,12/28/15,11:30:00 AM,15th & Cleveland,5
Denver B-cycle,922749,80205,Annual (Denver B-cycle),9,12/28/15,11:23:00 AM,18th & California,12/28/15,11:27:00 AM,22nd & Pennsylvania,4
Denver B-cycle,831958,30080,30-day Renewing (Denver B-cycle),490,12/28/15,11:17:00 AM,18th & California,12/28/15,11:32:00 AM,11th & Delaware,15
